name,week,manager,team_id,position,roster_position,points,2-PT,3 and Outs,4 Dwn Stops,40 Yd Pass TD,40 Yd Rush,40 Yd Rush TD,Blk Kick,Comp,Def Yds Allow,FG Yds,FGM 0-19,FGM 20-29,Fum Lost,Fum Rec,Fum Ret TD,Inc,Int,PAT Made,PAT Miss,Pass 1st Downs,Pass TD,Pass Yds,Pick Six,Pts Allow,Pts Allow 0,Pts Allow 1-6,Pts Allow 14-20,Pts Allow 21-27,Pts Allow 28-34,Pts Allow 35+,Pts Allow 7-13,Rec,Rec TD,Rec Yds,Ret TD,Ret Yds,Rush Att,Rush TD,Rush Yds,Sack,Safe,TD,TFL,Targets,XPR,Yds Allow 0-99,Yds Allow 100-199,Yds Allow 200-299,Yds Allow 300-399,Yds Allow 400-499,Yds Allow 500+,Yds Allow Neg
Trey McBride,2,John,461.l.254906.t.2,TE,TE,13.8,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,6,0,78,,,0,0,0,0,,,,7,,,,,,,,
Kayshon Boutte,2,John,461.l.254906.t.2,WR,W/R/T,8.6,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,1,1,16,,,0,0,0,0,,,,1,,,,,,,,
Quentin Johnston,2,John,461.l.254906.t.2,WR,BN,15.9,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,3,1,71,,,1,0,-2,0,,,,7,,,,,,,,
Jacory Croskey-Merritt,2,John,461.l.254906.t.2,RB,BN,1.7,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,4,0,17,0,,,,1,,,,,,,,
RJ Harvey,2,John,461.l.254906.t.2,RB,BN,3.4,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,1,0,16,,,5,0,8,0,,,,2,,,,,,,,
Michael Pittman Jr.,2,John,461.l.254906.t.2,WR,BN,8.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,4,0,40,,,0,0,0,0,,,,5,,,,,,,,
Matthew Golden,2,John,461.l.254906.t.2,WR,BN,1.5,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,2,0,15,0,,,,2,,,,,,,,
Jordan Love,2,John,461.l.254906.t.2,QB,BN,23.08,0,,,0,0,0,,19,,,,,0,,0,12,0,,,14,2,292,0,,,,,,,,,0,0,0,,,3,0,12,2,,,,0,,,,,,,,
Kyle Pitts Sr.,2,John,461.l.254906.t.2,TE,BN,7.7,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,4,0,37,,,0,0,0,0,,,,5,,,,,,,,
Tyler Loop,2,John,461.l.254906.t.2,K,K,12.5,,,,,,,,,,75,0,0,,,,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver,2,John,461.l.254906.t.2,DEF,DEF,2.94,,0,2,,,,0,,473,,,,,0,,,0,,,,,,,29,0,0,0,0,1,0,0,,,,0,122,,,,1,0,0,3,,0,0,0,0,0,1,0,0
Joe Mixon,2,John,461.l.254906.t.2,RB,IR,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Josh Allen,2,Diego,461.l.254906.t.11,QB,QB,13.62,0,,,0,1,0,,14,,,,,0,,0,11,0,,,8,0,148,0,,,,,,,,,0,0,0,,,6,0,59,1,,,,0,,,,,,,,
Tee Higgins,2,Diego,461.l.254906.t.11,WR,WR,14.6,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,3,1,56,,,0,0,0,0,,,,8,,,,,,,,
Mike Evans,2,Diego,461.l.254906.t.11,WR,WR,10.6,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,5,0,56,,,0,0,0,0,,,,11,,,,,,,,
Alvin Kamara,2,Diego,461.l.254906.t.11,RB,RB,16.0,0,,,0,0,0,,0,,,,,1,,0,0,0,,,0,0,0,0,,,,,,,,,6,0,21,,,21,0,99,0,,,,6,,,,,,,,
D'Andre Swift,2,Diego,461.l.254906.t.11,RB,RB,13.9,0,,,0,0,0,,0,,,,,1,,0,0,0,,,0,0,0,0,,,,,,,,,3,0,6,,,12,1,63,0,,,,3,,,,,,,,
T.J. Hockenson,2,Diego,461.l.254906.t.11,TE,TE,2.2,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,1,0,12,,,0,0,0,0,,,,3,,,,,,,,
Jameson Williams,2,Diego,461.l.254906.t.11,WR,W/R/T,19.8,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,2,1,108,,,0,0,0,0,,,,4,,,,,,,,
Travis Hunter,2,Diego,461.l.254906.t.11,WR,BN,5.2,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,3,0,22,,,0,0,0,0,,,,6,,,,,,,,
Jauan Jennings,2,Diego,461.l.254906.t.11,WR,BN,19.9,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,5,1,89,,,0,0,0,0,,,,10,,,,,,,,
J.J. McCarthy,2,Diego,461.l.254906.t.11,QB,BN,0.67,0,,,0,0,0,,11,,,,,1,,0,10,2,,,7,0,158,0,,,,,,,,,0,0,0,,,5,0,25,6,,,,0,,,,,,,,
Chris Godwin Jr.,2,Diego,461.l.254906.t.11,WR,BN,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Tyler Allgeier,2,Diego,461.l.254906.t.11,RB,BN,15.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,1,0,4,,,16,1,76,0,,,,1,,,,,,,,
Isaac Guerendo,2,Diego,461.l.254906.t.11,RB,BN,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Mason Taylor,2,Diego,461.l.254906.t.11,TE,BN,1.5,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,1,0,5,,,0,0,0,0,,,,2,,,,,,,,
Will Reichard,2,Diego,461.l.254906.t.11,K,K,8.4,,,,,,,,,,84,0,0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philadelphia,2,Diego,461.l.254906.t.11,DEF,DEF,15.41,,3,1,,,,0,,294,,,,,0,,,1,,,,,,,17,0,0,1,0,0,0,0,,,,0,83,,,,2,0,0,4,,0,0,0,1,0,0,0,0
Baker Mayfield,2,Andy,461.l.254906.t.3,QB,QB,20.1,0,,,0,0,0,,25,,,,,0,,0,13,0,,,12,2,215,0,,,,,,,,,0,0,0,,,3,0,33,4,,,,0,,,,,,,,
CeeDee Lamb,2,Andy,461.l.254906.t.3,WR,WR,21.2,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,9,0,112,,,0,0,0,0,,,,11,,,,,,,,
Zay Flowers,2,Andy,461.l.254906.t.3,WR,WR,14.9,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,7,0,75,,,1,0,4,0,,,,11,,,,,,,,
Josh Jacobs,2,Andy,461.l.254906.t.3,RB,RB,14.4,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,23,1,84,0,,,,0,,,,,,,,
James Cook III,2,Andy,461.l.254906.t.3,RB,RB,29.0,0,,,0,1,1,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,1,0,3,,,21,2,132,0,,,,1,,,,,,,,
Dalton Schultz,2,Andy,461.l.254906.t.3,TE,TE,5.9,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,3,0,29,,,0,0,0,0,,,,4,,,,,,,,
Cedric Tillman,2,Andy,461.l.254906.t.3,WR,W/R/T,10.2,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,2,1,22,,,0,0,0,0,,,,7,,,,,,,,
Calvin Ridley,2,Andy,461.l.254906.t.3,WR,BN,8.7,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,3,0,57,,,0,0,0,0,,,,6,,,,,,,,
Colston Loveland,2,Andy,461.l.254906.t.3,TE,BN,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,1,,,,,,,,
Jordan Mason,2,Andy,461.l.254906.t.3,RB,BN,5.8,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,2,0,8,,,9,0,30,0,,,,3,,,,,,,,
Tank Bigsby,2,Andy,461.l.254906.t.3,RB,BN,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Nick Chubb,2,Andy,461.l.254906.t.3,RB,BN,15.2,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,2,0,29,,,12,1,43,0,,,,2,,,,,,,,
Caleb Williams,2,Andy,461.l.254906.t.3,QB,BN,17.28,0,,,0,0,0,,19,,,,,0,,0,11,1,,,10,2,207,0,,,,,,,,,0,0,0,,,5,0,27,4,,,,0,,,,,,,,
Evan McPherson,2,Andy,461.l.254906.t.3,K,K,7.1,,,,,,,,,,31,0,0,,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baltimore,2,Andy,461.l.254906.t.3,DEF,DEF,26.04,,2,2,,,,1,,322,,,,,1,,,1,,,,,,,17,0,0,1,0,0,0,0,,,,0,102,,,,2,0,1,7,,0,0,0,0,1,0,0,0
Green Bay,2,Andy,461.l.254906.t.3,DEF,BN,15.41,,3,2,,,,0,,230,,,,,0,,,0,,,,,,,18,0,0,1,0,0,0,0,,,,0,58,,,,4,0,0,3,,0,0,0,1,0,0,0,0
Jalen Coker,2,Andy,461.l.254906.t.3,WR,IR,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Patrick Mahomes,2,Danielle,461.l.254906.t.10,QB,QB,24.13,0,,,1,0,0,,16,,,,,0,,0,13,1,,,7,1,187,0,,,,,,,,,0,0,0,,,7,1,66,2,,,,0,,,,,,,,
Jaxon Smith-Njigba,2,Danielle,461.l.254906.t.10,WR,WR,19.3,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,8,0,103,,,0,0,0,0,,,,10,,,,,,,,
Terry McLaurin,2,Danielle,461.l.254906.t.10,WR,WR,9.8,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,5,0,48,,,0,0,0,0,,,,9,,,,,,,,
Derrick Henry,2,Danielle,461.l.254906.t.10,RB,RB,2.3,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,11,0,23,0,,,,0,,,,,,,,
Jonathan Taylor,2,Danielle,461.l.254906.t.10,RB,RB,33.0,0,,,0,1,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,2,1,50,,,25,0,165,0,,,,2,,,,,,,,
Travis Kelce,2,Danielle,461.l.254906.t.10,TE,TE,10.1,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,4,0,61,,,0,0,0,0,,,,6,,,,,,,,
Keon Coleman,2,Danielle,461.l.254906.t.10,WR,W/R/T,5.6,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,3,0,26,,,0,0,0,0,,,,3,,,,,,,,
Stefon Diggs,2,Danielle,461.l.254906.t.10,WR,BN,7.2,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,4,0,32,,,0,0,0,0,,,,5,,,,,,,,
J.K. Dobbins,2,Danielle,461.l.254906.t.10,RB,BN,15.5,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,1,0,9,,,14,1,76,0,,,,2,,,,,,,,
Austin Ekeler,2,Danielle,461.l.254906.t.10,RB,BN,4.4,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,2,0,7,,,8,0,17,0,,,,4,,,,,,,,
Rashid Shaheed,2,Danielle,461.l.254906.t.10,WR,BN,15.2,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,4,1,52,,,0,0,0,0,,,,5,,,,,,,,
C.J. Stroud,2,Danielle,461.l.254906.t.10,QB,BN,13.93,0,,,0,0,0,,13,,,,,0,,0,11,0,,,7,1,207,0,,,,,,,,,0,0,0,,,4,0,27,3,,,,0,,,,,,,,
Brandon Aiyuk,2,Danielle,461.l.254906.t.10,WR,BN,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Wan'Dale Robinson,2,Danielle,461.l.254906.t.10,WR,BN,29.2,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,8,1,142,,,0,0,0,0,,,,10,,,,,,,,
Harrison Butker,2,Danielle,461.l.254906.t.10,K,K,7.6,,,,,,,,,,56,0,0,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas City,2,Danielle,461.l.254906.t.10,DEF,DEF,14.24,,2,0,,,,0,,216,,,,,0,,,0,,,,,,,20,0,0,1,0,0,0,0,,,,0,137,,,,2,0,0,6,,0,0,0,1,0,0,0,0
Dak Prescott,2,J.P.,461.l.254906.t.5,QB,QB,28.04,0,,,0,0,0,,38,,,,,0,,0,14,1,,,18,2,361,0,,,,,,,,,0,0,0,,,3,0,17,3,,,,0,,,,,,,,
A.J. Brown,2,J.P.,461.l.254906.t.5,WR,WR,7.7,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,5,0,27,,,0,0,0,0,,,,8,,,,,,,,
Tetairoa McMillan,2,J.P.,461.l.254906.t.5,WR,WR,17.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,6,0,100,,,0,0,0,0,,,,10,,,,,,,,
Ashton Jeanty,2,J.P.,461.l.254906.t.5,RB,RB,7.4,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,3,0,1,,,11,0,43,0,,,,4,,,,,,,,
TreVeyon Henderson,2,J.P.,461.l.254906.t.5,RB,RB,6.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,2,0,30,,,3,0,10,0,,,,2,,,,,,,,
Brenton Strange,2,J.P.,461.l.254906.t.5,TE,TE,4.7,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,3,0,17,,,0,0,0,0,,,,5,,,,,,,,
Ladd McConkey,2,J.P.,461.l.254906.t.5,WR,W/R/T,9.8,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,5,0,48,,,0,0,0,0,,,,5,,,,,,,,
Tyrone Tracy Jr.,2,J.P.,461.l.254906.t.5,RB,BN,9.1,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,4,0,36,,,5,0,15,0,,,,5,,,,,,,,
Bhayshul Tuten,2,J.P.,461.l.254906.t.5,RB,BN,15.4,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,2,1,32,,,8,0,42,0,,,,2,,,,,,,,
Khalil Shakir,2,J.P.,461.l.254906.t.5,WR,BN,2.2,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,1,0,12,,,0,0,0,0,,,,2,,,,,,,,
Luther Burden III,2,J.P.,461.l.254906.t.5,WR,BN,1.5,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,1,0,5,,,0,0,0,0,,,,2,,,,,,,,
Ray Davis,2,J.P.,461.l.254906.t.5,RB,BN,2.4,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,9,0,24,0,,,,0,,,,,,,,
Michael Penix Jr.,2,J.P.,461.l.254906.t.5,QB,BN,4.05,0,,,0,0,0,,13,,,,,0,,0,8,0,,,5,0,135,0,,,,,,,,,0,0,0,,,1,0,-1,3,,,,0,,,,,,,,
Hollywood Brown,2,J.P.,461.l.254906.t.5,WR,BN,8.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,5,0,30,,,0,0,0,0,,,,5,,,,,,,,
Ka'imi Fairbairn,2,J.P.,461.l.254906.t.5,K,K,9.8,,,,,,,,,,88,0,0,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,2,J.P.,461.l.254906.t.5,DEF,DEF,11.32,,2,0,,,,0,,326,,,,,1,,,0,,,,,,,22,0,0,0,1,0,0,0,,,,0,141,,,,3,0,0,6,,0,0,0,0,1,0,0,0
George Kittle,2,J.P.,461.l.254906.t.5,TE,IR,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Jayden Daniels,2,Nick,461.l.254906.t.7,QB,QB,18.8,1,,,0,0,0,,24,,,,,0,,0,18,0,,,10,2,200,0,,,,,,,,,0,0,0,,,7,0,17,4,,,,0,,,,,,,,
Garrett Wilson,2,Nick,461.l.254906.t.7,WR,WR,9.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,4,0,50,,,0,0,0,0,,,,8,,,,,,,,
DeVonta Smith,2,Nick,461.l.254906.t.7,WR,WR,9.3,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,4,0,53,,,0,0,0,0,,,,6,,,,,,,,
De'Von Achane,2,Nick,461.l.254906.t.7,RB,RB,26.2,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,8,1,92,,,11,0,30,0,,,,10,,,,,,,,
David Montgomery,2,Nick,461.l.254906.t.7,RB,RB,13.1,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,1,0,4,,,11,1,57,0,,,,1,,,,,,,,
Tucker Kraft,2,Nick,461.l.254906.t.7,TE,TE,25.4,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,6,1,124,,,0,0,0,0,,,,7,,,,,,,,
Brian Thomas Jr.,2,Nick,461.l.254906.t.7,WR,W/R/T,8.9,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,4,0,49,,,0,0,0,0,,,,12,,,,,,,,
Jordan Addison,2,Nick,461.l.254906.t.7,WR,BN,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Drake Maye,2,Nick,461.l.254906.t.7,QB,BN,27.05,0,,,0,0,0,,19,,,,,0,,0,4,0,,,9,2,230,0,,,,,,,,,0,0,0,,,10,1,31,3,,,,0,,,,,,,,
Jerome Ford,2,Nick,461.l.254906.t.7,RB,BN,10.4,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,5,0,23,,,6,0,31,0,,,,6,,,,,,,,
Rachaad White,2,Nick,461.l.254906.t.7,RB,BN,14.6,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,2,0,1,,,10,1,65,0,,,,2,,,,,,,,
Hunter Henry,2,Nick,461.l.254906.t.7,TE,BN,1.9,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,1,0,9,,,0,0,0,0,,,,3,,,,,,,,
Keenan Allen,2,Nick,461.l.254906.t.7,WR,BN,17.1,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,5,1,61,,,0,0,0,0,,,,7,,,,,,,,
Chase McLaughlin,2,Nick,461.l.254906.t.7,K,K,2.0,,,,,,,,,,0,0,0,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles,2,Nick,461.l.254906.t.7,DEF,DEF,18.88,,4,0,,,,0,,252,,,,,1,,,0,,,,,,,19,0,0,1,0,0,0,0,,,,0,94,,,,5,0,0,6,,0,0,0,1,0,0,0,0
Washington,2,Nick,461.l.254906.t.7,DEF,BN,4.06,,4,1,,,,0,,404,,,,,0,,,0,,,,,,,27,0,0,0,1,0,0,0,,,,0,153,,,,2,0,0,2,,0,0,0,0,0,1,0,0
Quinshon Judkins,2,Nick,461.l.254906.t.7,RB,IR,10.1,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,3,0,10,,,10,0,61,0,,,,3,,,,,,,,
Jared Goff,2,Tony,461.l.254906.t.6,QB,QB,41.51,0,,,1,0,0,,23,,,,,0,,0,5,0,,,15,5,334,0,,,,,,,,,0,0,0,,,1,0,6,0,,,,0,,,,,,,,
Marvin Harrison Jr.,2,Tony,461.l.254906.t.6,WR,WR,4.7,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,2,0,27,,,0,0,0,0,,,,5,,,,,,,,
DK Metcalf,2,Tony,461.l.254906.t.6,WR,WR,11.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,3,1,20,,,0,0,0,0,,,,6,,,,,,,,
Saquon Barkley,2,Tony,461.l.254906.t.6,RB,RB,17.4,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,2,0,6,,,22,1,88,0,,,,2,,,,,,,,
Jahmyr Gibbs,2,Tony,461.l.254906.t.6,RB,RB,19.9,0,,,0,1,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,3,0,10,,,12,1,94,0,,,,3,,,,,,,,
David Njoku,2,Tony,461.l.254906.t.6,TE,TE,8.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,4,0,40,,,0,0,0,0,,,,5,,,,,,,,
Chuba Hubbard,2,Tony,461.l.254906.t.6,RB,W/R/T,18.7,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,5,1,39,,,10,0,38,0,,,,6,,,,,,,,
DJ Moore,2,Tony,461.l.254906.t.6,WR,BN,9.6,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,5,0,46,,,0,0,0,0,,,,6,,,,,,,,
Jerry Jeudy,2,Tony,461.l.254906.t.6,WR,BN,9.1,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,4,0,51,,,0,0,0,0,,,,8,,,,,,,,
Justin Herbert,2,Tony,461.l.254906.t.6,QB,BN,20.88,0,,,1,0,0,,19,,,,,1,,0,8,0,,,8,2,242,0,,,,,,,,,0,0,0,,,9,0,31,2,,,,0,,,,,,,,
Javonte Williams,2,Tony,461.l.254906.t.6,RB,BN,25.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,6,0,33,,,18,1,97,0,,,,7,,,,,,,,
Darnell Mooney,2,Tony,461.l.254906.t.6,WR,BN,4.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,2,0,20,,,0,0,0,0,,,,4,,,,,,,,
Najee Harris,2,Tony,461.l.254906.t.6,RB,BN,6.8,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,2,0,20,,,8,0,28,0,,,,2,,,,,,,,
Isaiah Likely,2,Tony,461.l.254906.t.6,TE,BN,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Wil Lutz,2,Tony,461.l.254906.t.6,K,K,4.0,,,,,,,,,,0,0,0,,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buffalo,2,Tony,461.l.254906.t.6,DEF,DEF,17.88,,4,0,,,,0,,154,,,,,1,,,0,,,,,,,10,0,0,0,0,0,0,1,,,,0,69,,,,4,0,0,5,,0,0,1,0,0,0,0,0
Aaron Rodgers,2,Mike D,461.l.254906.t.12,QB,QB,10.97,1,,,0,0,0,,18,,,,,0,,0,15,2,,,5,1,203,0,,,,,,,,,0,0,0,,,1,0,3,3,,,,0,,,,,,,,
Courtland Sutton,2,Mike D,461.l.254906.t.12,WR,WR,1.6,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,1,0,6,,,0,0,0,0,,,,4,,,,,,,,
George Pickens,2,Mike D,461.l.254906.t.12,WR,WR,17.8,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,5,1,68,,,0,0,0,0,,,,9,,,,,,,,
Bijan Robinson,2,Mike D,461.l.254906.t.12,RB,RB,20.8,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,3,0,25,,,22,0,143,0,,,,5,,,,,,,,
Kyren Williams,2,Mike D,461.l.254906.t.12,RB,RB,10.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,2,0,14,,,17,0,66,0,,,,2,,,,,,,,
Tyler Warren,2,Mike D,461.l.254906.t.12,TE,TE,11.9,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,4,0,79,,,1,0,0,0,,,,7,,,,,,,,
Jaylen Waddle,2,Mike D,461.l.254906.t.12,WR,W/R/T,17.8,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,5,1,68,,,0,0,0,0,,,,6,,,,,,,,
Brock Bowers,2,Mike D,461.l.254906.t.12,TE,BN,8.8,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,5,0,38,,,0,0,0,0,,,,8,,,,,,,,
Zach Charbonnet,2,Mike D,461.l.254906.t.12,RB,BN,1.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,15,0,10,0,,,,0,,,,,,,,
Cooper Kupp,2,Mike D,461.l.254906.t.12,WR,BN,16.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,7,0,90,,,0,0,0,0,,,,9,,,,,,,,
Jayden Higgins,2,Mike D,461.l.254906.t.12,WR,BN,3.8,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,1,0,28,,,0,0,0,0,,,,1,,,,,,,,
Blake Corum,2,Mike D,461.l.254906.t.12,RB,BN,10.4,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,5,1,44,0,,,,0,,,,,,,,
Calvin Austin III,2,Mike D,461.l.254906.t.12,WR,BN,3.2,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,1,0,22,,,0,0,0,0,,,,4,,,,,,,,
