gsis_unq,wk1_depth,gsis_id,cleaned_name_yahoo,player_key,primary_position,season,gs_unq,bye_weeks.week,player_points.total,recent_team,games,completions,attempts,passing_yards,passing_tds,passing_interceptions,sacks_suffered,sack_yards_lost,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_cpoe,passing_2pt_conversions,pacr,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr,misc_yards,penalties,penalty_yards,fg_made,fg_att,fg_missed,fg_blocked,fg_long,fg_pct,fg_made_0_19,fg_made_20_29,fg_made_30_39,fg_made_40_49,fg_made_50_59,fg_made_60_,fg_missed_0_19,fg_missed_20_29,fg_missed_30_39,fg_missed_40_49,fg_missed_50_59,fg_missed_60_,fg_made_list,fg_missed_list,fg_blocked_list,fg_made_distance,fg_missed_distance,fg_blocked_distance,pat_made,pat_att,pat_missed,pat_blocked,pat_pct,def_points_allowed,def_plays_against,def_yds_per_play,def_takeaways,def_cmp_against,def_pass_attempts_against,def_passing_allowed,def_passing_td_allowed,def_passing_ny_attempt,def_passing_1st,def_rushing_attamepts_against,def_rushing_allowed,def_rushing_td_allowed,def_rushing_ny_attempt,def_rushing_1st,def_penalties,def_penalty_yds,def_penalty_1st,def_scoring_drives%,def_TO_drives%,def_exp_pts,def_season,def_3Datt,def_3D%,def_4Datt,def_4D%,def_rz_att,def_rz%,team,def_special_teams_tds,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_tackles_for_loss,def_tackles_for_loss_yards,def_fumbles_forced,def_sacks,def_sack_yards,def_qb_hits,def_interceptions,def_interception_yards,def_pass_defended,def_tds,def_safeties,def_misc_yards,def_fumble_recovery_opp,def_fumble_recovery_yards_opp,def_fumble_recovery_tds,def_punt_returns,def_punt_return_yards,def_kickoff_returns,def_kickoff_return_yards,HC,OC,DC,eos_depth
00-0026189_2017,1,00-0026189,desean jackson,371.p.8826,WR,2017,00-0026189_2017,10,139.6,TB,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,38,0,0,0,1,2.155938414740376,0,50,90,668,3,0,0,1444,191,36,5.128710420909629,0,0.4626038781163435,0.1510067114093959,0.2339598185353208,0.3902819400888185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tampa bay buccaneers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dirk koetter,todd monken,mike smith,1
00-0026189_2018,1,00-0026189,desean jackson,380.p.8826,WR,2018,00-0026189_2018,10,154.3,TB,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,29,1,0,0,2,1.074088321707677,0,41,74,774,4,0,0,1421,181,31,14.000156519695318,0,0.5446868402533427,0.1195476575121163,0.213941584,0.3290805949703726,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tampa bay buccaneers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dirk koetter,todd monken,mike smith,1
00-0026189_2019,1,00-0026189,desean jackson,390.p.8826,WR,2019,00-0026189_2019,8,37.9,PHI,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,159,2,0,0,147,15,6,15.269081482605545,0,1.0816326530612246,0.016556291,0.029896278,0.045761832,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,philadelphia eagles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,doug pederson,mike groh,jim schwartz,99
00-0026189_2020,1,00-0026189,desean jackson,399.p.8826,WR,2020,00-0026189_2020,7,44.8,PHI,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,1,0.816131649,0,14,26,236,1,0,0,432,65,10,7.337002054729991,0,0.5462962962962963,0.046345811,0.08064215,0.1259682218976819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,philadelphia eagles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,doug pederson,doug pederson,jim schwartz,99
00-0026189_2021,2,00-0026189,desean jackson,406.p.8826,WR,2021,00-0026189_2021,8,77.8,LV,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0.003352723,0,20,34,454,2,1,1,647,175,12,11.046789813728536,0,0.7017001545595054,0.056478405,0.1260225944682508,0.1729334241011975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,las vegas raiders,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rich bisaccia,greg olson,gus bradley,2
00-0026189_2022,99,00-0026189,desean jackson,414.p.8826,WR,2022,00-0026189_2022,10,24.3,BAL,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,153,0,0,0,302,23,5,1.6338267779265516,0,0.5066225165562914,0.03655914,0.075236672,0.1075043798318787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,baltimore ravens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,john harbaugh,greg roman,mike macdonald,2
00-0026197_2014,1,00-0026197,chad henne,331.p.8834,QB,2014,00-0026197_2014,6,21.53,JAX,3,42,78,492,3,1,16,-105,1,1,699,215,19,-36.8824929,-7.650854216,0,0.703862661,4,25,0,0,0,2,1.6959713493706658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jacksonville jaguars,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gus bradley,jedd fisch,bob babich,2
00-0026197_2016,2,00-0026197,chad henne,359.p.8834,QB,2016,00-0026197_2016,5,-0.2,JAX,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jacksonville jaguars,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gus bradley,greg olson,todd wash,2
00-0026197_2017,2,00-0026197,chad henne,371.p.8834,QB,2017,00-0026197_2017,10,-0.7,JAX,2,0,2,0,0,0,0,0,0,0,2,0,0,-2.141747591,-49.83428419,0,0,5,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jacksonville jaguars,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,doug marrone,nathaniel hackett,todd wash,2
00-0026197_2018,2,00-0026197,chad henne,380.p.8834,QB,2018,00-0026197_2018,12,2.06,KC,1,2,3,29,0,0,0,0,0,0,18,15,2,0.3769560377695597,-6.725561619,0,1.6111111111111112,1,3,0,0,0,0,-0.330853099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kansas city chiefs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,andy reid,eric bieniemy,bob sutton,2
00-0026197_2020,2,00-0026197,chad henne,399.p.8834,QB,2020,00-0026197_2020,10,27.27,KC,3,28,38,248,2,0,2,-4,0,0,158,200,15,13.956284097541356,4.44438828,0,1.5696202531645569,7,-2,1,2,0,3,-1.590775939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kansas city chiefs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,andy reid,eric bieniemy,steve spagnuolo,2
00-0026197_2021,2,00-0026197,chad henne,406.p.8834,QB,2021,00-0026197_2021,12,5.38,KC,4,11,16,82,0,0,0,0,0,0,125,24,6,4.047984530450776,3.2737002770105965,0,0.656,8,0,0,2,0,2,-1.987294977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kansas city chiefs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,andy reid,eric bieniemy,steve spagnuolo,2
00-0026197_2022,2,00-0026197,chad henne,414.p.8834,QB,2022,00-0026197_2022,8,-0.7,KC,3,0,2,0,0,0,0,0,0,0,-4,0,0,-1.891513867,-69.61029172,0,0,5,-5,0,0,0,0,-5.12246437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kansas city chiefs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,andy reid,eric bieniemy,steve spagnuolo,2
00-0026201_2014,1,00-0026201,martellus bennett,331.p.8838,TE,2014,00-0026201_2014,9,223.6,CHI,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,128,916,6,0,0,784,453,43,2.5402288259338928,2,1.1683673469387754,0.2105263157894736,0.1752346893160482,0.4384537562054443,0,5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chicago bears,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marc trestman,aaron kromer,mel tucker,1
00-0026201_2015,1,00-0026201,martellus bennett,348.p.8838,TE,2015,00-0026201_2015,7,114.9,CHI,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,80,439,3,2,0,451,228,24,-1.425294037,0,0.9733924611973392,0.1541425818882466,0.1042292581465218,0.3041743535349352,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chicago bears,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,john fox,adam gase,vic fangio,99
00-0026201_2016,2,00-0026201,martellus bennett,359.p.8838,TE,2016,00-0026201_2016,4,171.1,NE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,-0.006491283,0,55,73,701,7,0,0,386,416,31,38.99698570651693,0,1.8160621761658031,0.1336996336996337,0.090567809,0.2639469165278644,0,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,new england patriots,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bill belichick,josh mcdaniels,matt patricia,1
00-0026201_2017,1,00-0026201,martellus bennett,371.p.8838,TE,2017,00-0026201_2017,8,58.6,NE,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,44,286,0,0,0,265,168,11,0.1613817928300704,0,1.079245283018868,0.079422383,0.064935065,0.1645881194617656,0,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,new england patriots,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bill belichick,josh mcdaniels,matt patricia,99
00-0026213_2014,1,00-0026213,jamaal charles,331.p.8850,RB,2014,00-0026213_2014,11,252.4,KC,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,1033,9,4,2,52,7.633657884,0,40,59,291,5,1,1,-31,314,15,-0.61355767,0,-9.387096774,0.1216494845360824,-0.010697032,0.1749863040988097,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kansas city chiefs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,andy reid,doug pederson,bob sutton,1
00-0026213_2015,1,00-0026213,jamaal charles,348.p.8850,RB,2015,00-0026213_2015,8,102.1,KC,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,364,4,2,1,21,1.8947599271778013,0,21,30,177,1,1,1,-16,205,10,0.4888912719581118,0,-11.0625,0.064794816,-0.0050521,0.093655755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kansas city chiefs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,andy reid,doug pederson,bob sutton,99
00-0026213_2016,1,00-0026213,jamaal charles,359.p.8850,RB,2016,00-0026213_2016,5,13.4,KC,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,40,1,0,0,3,0.7785635081236251,0,2,3,14,0,0,0,-7,17,1,-1.224602339,0,-2,0.005597015,-0.00187567,0.007082553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kansas city chiefs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,andy reid,brad childress,bob sutton,99
00-0026213_2017,2,00-0026213,jamaal charles,371.p.8850,RB,2017,00-0026213_2017,8,67.5,DEN,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,296,1,2,2,17,-13.81014143,0,23,28,129,0,0,0,-23,159,6,-3.397105751,0,-5.608695652,0.050816697,-0.004843125,0.072834858,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,denver broncos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vance joseph,bill musgrave,joe woods,2
00-0026213_2018,99,00-0026213,jamaal charles,380.p.8850,RB,2018,00-0026213_2018,9,3.4,JAX,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,-3.167834463,0,2,3,7,0,0,0,4,5,0,-1.020462858,0,1.75,0.005725191,0.001059042,0.009329115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jacksonville jaguars,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,doug marrone,nathaniel hackett,todd wash,99
00-0026224_2014,2,00-0026224,harry douglas,331.p.8861,WR,2014,00-0026224_2014,9,122.6,ATL,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,74,556,2,0,0,614,238,28,4.586125454280832,1,0.9055374592833876,0.1187800963081862,0.1254084967320261,0.2659560921746976,0,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,atlanta falcons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mike smith,dirk koetter,mike nolan,2
00-0026224_2015,1,00-0026224,harry douglas,348.p.8861,WR,2015,00-0026224_2015,4,86.5,TEN,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-6,0,0,0,0,0.041758845,0,36,72,411,2,0,0,867,130,22,1.3438587694782704,0,0.4740484429065744,0.1325966850828729,0.1784685055578427,0.3238229815147992,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tennessee titans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mike mularkey,jason michael,ray horton,1
00-0026224_2016,3,00-0026224,harry douglas,359.p.8861,WR,2016,00-0026224_2016,13,36,TEN,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,22,210,0,0,0,229,50,9,-2.116885845,0,0.9170305676855895,0.044897959,0.048210526,0.1010943071965628,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tennessee titans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mike mularkey,terry robiskie,dick lebeau,2
00-0026224_2017,99,00-0026224,harry douglas,371.p.8861,WR,2017,00-0026224_2017,8,1.8,TEN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,8,0,0,0,26,12,0,-6.086859192,0,0.3076923076923077,0.006198347,0.005942857,0.013457521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tennessee titans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mike mularkey,terry robiskie,dick lebeau,3
00-0026225_2014,1,00-0026225,craig stevens,331.p.8862,TE,2014,00-0026225_2014,9,4.6,TEN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,26,0,0,0,9,17,1,2.362519023823552,0,2.888888888888889,0.003960396,0.001914486,0.007280734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tennessee titans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ken whisenhunt,jason michael,ray horton,99
00-0026225_2015,2,00-0026225,craig stevens,348.p.8862,TE,2015,00-0026225_2015,4,36.1,TEN,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,121,2,0,0,121,41,5,6.027117891227968,0,1,0.02946593,0.024907369,0.061634054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tennessee titans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mike mularkey,jason michael,ray horton,2
00-0026237_2014,2,00-0026237,andre caldwell,331.p.8874,WR,2014,00-0026237_2014,4,9.7,DEN,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,47,0,0,0,155,18,4,-5.573756172,0,0.3032258064516129,0.024875622,0.030267526,0.058500701,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,denver broncos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,john fox,adam gase,jack del rio,2
00-0026237_2015,2,00-0026237,andre caldwell,348.p.8874,WR,2015,00-0026237_2015,7,29.5,DEN,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0.5720925993518904,0,10,22,72,2,0,0,217,16,4,-9.161635125,0,0.3317972350230415,0.036423841,0.039212143,0.082084262,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,denver broncos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gary kubiak,rick dennison,wade phillips,2
00-0026267_2014,2,00-0026267,jacob tamme,331.p.8916,TE,2014,00-0026267_2014,9,34.9,DEN,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,28,109,2,1,1,267,21,4,-16.86393342,0,0.4082397003745318,0.046434494,0.052138254,0.1061485192665844,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,denver broncos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,john fox,adam gase,jack del rio,3
00-0026267_2015,1,00-0026267,jacob tamme,348.p.8916,TE,2015,00-0026267_2015,10,131.7,ATL,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,81,657,1,0,0,640,196,31,15.26914700039116,0,1.0265625,0.1312803889789303,0.1336675020885547,0.2904878349303837,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,atlanta falcons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dan quinn,kyle shanahan,richard smith,1
00-0026267_2016,1,00-0026267,jacob tamme,359.p.8916,TE,2016,00-0026267_2016,11,61,ATL,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,31,210,3,0,0,191,96,13,3.7531071971271306,0,1.099476439790576,0.058490566,0.041190425,0.116569146,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,atlanta falcons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dan quinn,kyle shanahan,richard smith,99
00-0026281_2014,2,00-0026281,gary barnidge,331.p.8907,TE,2014,00-0026281_2014,4,28.6,CLE,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,25,156,0,0,0,238,41,9,-4.092753428,0,0.6554621848739496,0.0501002,0.047316103,0.1082715729670075,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cleveland browns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mike pettine,kyle shanahan,jim o'neil,99
00-0026281_2015,1,00-0026281,gary barnidge,348.p.8907,TE,2015,00-0026281_2015,11,240.3,CLE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,125,1043,9,0,0,1201,363,52,42.699113284987725,0,0.8684429641965029,0.2079866888519135,0.2465612810511188,0.4845729300136534,0,6,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cleveland browns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mike pettine,john defilippo,jim o'neil,1
00-0026281_2016,1,00-0026281,gary barnidge,359.p.8907,TE,2016,00-0026281_2016,13,130.2,CLE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,82,612,2,0,0,574,240,34,29.417145930817405,1,1.0662020905923344,0.1469534050179211,0.1183017312448474,0.3032413193982749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cleveland browns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hue jackson,hue jackson,ray horton,1
