,player_id,player_name,sacks_suffered,season,attempts,passing_air_yards,carries,rushing_yards,receptions,receiving_yards,fg_att,pat_att,fg_made_distance,fg_missed_distance
13196,00-0022882,M.Jones,0,2006,0,0,0,0,0,0,0,0,0,0
13197,00-0022883,A.Echemandu,0,2006,0,0,0,0,0,0,0,0,0,0
13199,00-0022886,C.Cramer,0,2006,0,0,0,0,2,8,0,0,0,0
13202,00-0022889,R.Williams,0,2006,0,0,6,34,53,615,0,0,0,0
13205,00-0022893,T.Bell,0,2006,0,0,233,1025,24,115,0,0,0,0
13210,00-0022901,E.Wilford,0,2006,0,0,0,0,36,524,0,0,0,0
13215,00-0022907,N.Lawrie,0,2006,0,0,0,0,1,17,0,0,0,0
13216,00-0022909,R.Williams,0,2006,0,0,2,2,82,1310,0,0,0,0
13217,00-0022910,L.Evans,0,2006,1,17,0,0,82,1291,0,0,0,0
13219,00-0022912,J.Losman,47,2006,430,3816,38,140,0,0,0,0,0,0
13223,00-0022916,B.Troupe,0,2006,0,0,0,0,13,150,0,0,0,0
13226,00-0022921,L.Fitzgerald,0,2006,0,0,1,5,68,941,0,0,0,0
13227,00-0022922,K.Winslow,1,2006,0,0,0,0,89,875,0,0,0,0
13229,00-0022924,B.Roethlisberger,46,2006,470,4344,32,98,0,0,0,0,0,0
13231,00-0022926,C.Perry,0,2006,0,0,10,57,9,42,0,0,0,0
13234,00-0022929,D.Henderson,0,2006,0,0,2,14,32,745,0,0,0,0
13238,00-0022942,P.Rivers,28,2006,460,4108,47,53,0,0,0,0,0,0
13239,00-0022943,B.Watson,0,2006,0,0,0,0,50,657,0,0,0,0
13243,00-0022970,D.Wimbush,0,2006,0,0,1,3,4,23,0,0,0,0
13246,00-0022999,J.Kuhn,0,2006,0,0,2,18,1,15,0,0,0,0
13247,00-0023001,S.Suisham,0,2006,0,0,0,0,0,0,11,14,323,86
13254,00-0023056,D.Ferri,0,2006,0,0,0,0,0,0,0,0,0,0
13256,00-0023064,M.Weeks,0,2006,0,0,3,8,0,0,0,0,0,0
13258,00-0023074,S.Gado,0,2006,0,0,56,210,17,85,0,0,0,0
13262,00-0023096,N.Novak,0,2006,0,0,0,0,0,0,10,10,194,218
13264,00-0023159,K.Harris,0,2006,0,0,3,9,2,20,0,0,0,0
13268,00-0023176,J.Cribbs,0,2006,1,24,2,11,10,91,0,0,0,0
13269,00-0023188,J.Rector,0,2006,0,0,0,0,0,0,0,0,0,0
13270,00-0023192,T.Thompson,0,2006,0,0,13,30,0,0,0,0,0,0
13273,00-0023210,T.Humphrey,0,2006,0,0,0,0,0,0,0,0,0,0
13276,00-0023217,A.Bergen,0,2006,0,0,0,0,15,111,0,0,0,0
13277,00-0023218,J.Bronson,0,2006,0,0,0,0,1,25,0,0,0,0
13278,00-0023222,C.Holiday,0,2006,1,31,0,0,9,126,0,0,0,0
13282,00-0023252,R.Gould,0,2006,0,0,0,0,0,0,36,47,1157,123
13284,00-0023258,B.Cieslak,0,2006,0,0,0,0,6,46,0,0,0,0
13288,00-0023297,K.Joseph,0,2006,0,0,0,0,0,0,0,0,0,0
13290,00-0023310,L.Moore,0,2006,0,0,0,0,1,10,0,0,0,0
13297,00-0023367,N.Washington,0,2006,0,0,3,8,35,624,0,0,0,0
13304,00-0023408,G.Camarillo,0,2006,0,0,0,0,0,0,0,0,0,0
13305,00-0023426,K.Kincade,0,2006,0,0,4,9,0,0,0,0,0,0
13306,00-0023429,R.Davis,0,2006,0,0,0,0,22,307,0,0,0,0
13307,00-0023436,A.Smith,37,2006,443,3455,41,151,0,0,0,0,0,0
13308,00-0023437,R.Brown,0,2006,1,4,242,1005,33,276,0,0,0,0
13309,00-0023438,B.Edwards,0,2006,0,0,4,12,60,879,0,0,0,0
13310,00-0023439,C.Benson,0,2006,0,0,157,647,8,54,0,0,0,0
13311,00-0023440,C.Williams,0,2006,0,0,225,798,30,196,0,0,0,0
13313,00-0023442,T.Williamson,0,2006,0,0,0,0,37,455,0,0,0,0
13323,00-0023452,M.Williams,0,2006,0,0,0,0,8,99,0,0,0,0
13327,00-0023456,M.Jones,1,2006,0,0,1,-6,41,643,0,0,0,0
13328,00-0023457,M.Clayton,0,2006,1,14,7,-30,67,939,0,0,0,0
13330,00-0023459,A.Rodgers,3,2006,15,151,2,11,0,0,0,0,0,0
13331,00-0023460,J.Campbell,8,2006,207,2105,23,112,0,0,0,0,0,0
13333,00-0023462,R.White,0,2006,0,0,0,0,30,506,0,0,0,0
13336,00-0023465,H.Miller,0,2006,0,0,0,0,34,393,0,0,0,0
13340,00-0023470,R.Brown,0,2006,0,0,3,24,47,836,0,0,0,0
13344,00-0023474,M.Bradley,0,2006,0,0,0,0,14,282,0,0,0,0
13349,00-0023479,J.Arrington,0,2006,0,0,14,19,8,58,0,0,0,0
13352,00-0023482,M.Nugent,0,2006,0,0,0,0,0,0,27,35,796,116
13358,00-0023489,E.Shelton,0,2006,0,0,8,23,1,6,0,0,0,0
13359,00-0023490,R.Parrish,0,2006,0,0,2,18,23,320,0,0,0,0
13364,00-0023496,V.Jackson,0,2006,0,0,3,16,27,453,0,0,0,0
13368,00-0023500,F.Gore,0,2006,0,0,313,1695,61,485,0,0,0,0
13370,00-0023502,C.Frye,44,2006,391,2891,47,215,0,0,0,0,0,0
13371,00-0023503,C.Roby,0,2006,0,0,1,3,2,28,0,0,0,0
13372,00-0023504,A.Walter,46,2006,276,2738,14,30,0,0,0,0,0,0
13374,00-0023506,A.Smith,0,2006,0,0,0,0,35,250,0,0,0,0
13376,00-0023508,V.Morency,0,2006,0,0,96,434,17,118,0,0,0,0
13380,00-0023512,R.Moats,0,2006,0,0,22,69,0,0,0,0,0,0
13386,00-0023518,C.Henry,0,2006,0,0,0,0,36,605,0,0,0,0
13388,00-0023521,K.Everett,0,2006,0,0,0,0,1,1,0,0,0,0
13393,00-0023531,B.Jones,0,2006,0,0,1,3,27,384,0,0,0,0
13403,00-0023544,M.Barber,0,2006,0,0,136,654,23,196,0,0,0,0
13404,00-0023545,B.Jacobs,0,2006,0,0,96,423,11,149,0,0,0,0
13405,00-0023547,C.Fason,0,2006,0,0,18,99,3,19,0,0,0,0
13407,00-0023549,J.Mathis,0,2006,0,0,0,0,0,0,0,0,0,0
13414,00-0023561,A.Pearman,0,2006,0,0,19,89,2,12,0,0,0,0
13420,00-0023570,R.Williams,0,2006,0,0,0,0,8,121,0,0,0,0
13424,00-0023576,D.Nash,0,2006,0,0,18,66,4,41,0,0,0,0
13429,00-0023591,J.Green,0,2006,0,0,0,0,4,17,0,0,0,0
13439,00-0023612,B.Scaife,0,2006,0,0,1,13,29,370,0,0,0,0
13442,00-0023615,C.Houston,0,2006,0,0,113,374,7,43,0,0,0,0
13443,00-0023618,C.Owens,0,2006,0,0,0,0,0,0,0,0,0,0
13447,00-0023623,T.Perry,0,2006,0,0,2,4,5,81,0,0,0,0
13451,00-0023635,D.Rayner,0,2006,0,0,0,0,0,0,35,32,883,302
13454,00-0023645,D.Anderson,8,2006,117,860,4,47,0,0,0,0,0,0
13458,00-0023654,N.Broughton,0,2006,0,0,0,0,0,0,0,0,0,0
13460,00-0023657,P.Warren,0,2006,0,0,0,0,5,63,0,0,0,0
13462,00-0023662,M.Cassel,3,2006,8,26,2,4,0,0,0,0,0,0
13469,00-0023676,N.Herron,0,2006,0,0,37,150,29,211,0,0,0,0
13470,00-0023679,B.Bajema,0,2006,0,0,0,0,0,0,0,0,0,0
13471,00-0023682,R.Fitzpatrick,0,2006,0,0,3,0,0,0,0,0,0,0
13472,00-0023683,M.Hedgecock,0,2006,0,0,1,2,7,29,0,0,0,0
13474,00-0023701,B.Childress,0,2006,0,0,0,0,2,7,0,0,0,0
13483,00-0023790,B.Clark,0,2006,0,0,0,0,0,0,0,0,0,0
13484,00-0023806,D.Dorsey,0,2006,0,0,0,0,0,0,0,0,0,0
13487,00-0023822,S.Bodiford,0,2006,0,0,0,0,0,0,0,0,0,0
13489,00-0023829,J.Sims,0,2006,0,0,0,0,0,0,0,0,0,0
13490,00-0023844,C.Taylor,0,2006,0,0,28,123,3,40,0,0,0,0
13491,00-0023859,B.Basanez,0,2006,11,73,1,2,0,0,0,0,0,0
13493,00-0023867,T.Biddle,0,2006,0,0,0,0,3,37,0,0,0,0
13494,00-0023871,S.Conover,0,2006,0,0,0,0,0,0,0,0,0,0
13496,00-0023878,C.Wallace,0,2006,0,0,0,0,1,6,0,0,0,0
13497,00-0023889,C.Francies,0,2006,0,0,0,0,2,16,0,0,0,0
13499,00-0023891,O.Hoyte,0,2006,0,0,0,0,2,10,0,0,0,0
13501,00-0023897,J.Madsen,0,2006,0,0,0,0,11,146,0,0,0,0
13503,00-0023911,Z.Alcorn,0,2006,0,0,0,0,0,0,0,0,0,0
13505,00-0023921,M.Austin,0,2006,0,0,0,0,0,0,0,0,0,0
13508,00-0023947,W.Buchanon,0,2006,0,0,0,0,1,9,0,0,0,0
13509,00-0023950,A.Schable,0,2006,0,0,1,5,0,0,0,0,0,0
13510,00-0023953,S.Hurd,0,2006,0,0,0,0,5,75,0,0,0,0
13514,00-0023968,M.Spurlock,0,2006,0,0,0,0,4,31,0,0,0,0
13515,00-0023981,M.Nance,0,2006,0,0,0,0,4,33,0,0,0,0
13518,00-0024011,M.Bell,0,2006,0,0,157,677,20,158,0,0,0,0
13519,00-0024013,H.Baskett,0,2006,1,25,0,0,22,464,0,0,0,0
13522,00-0024044,D.Ellis,0,2006,0,0,2,3,4,41,0,0,0,0
13530,00-0024103,M.Owens,0,2006,0,0,0,0,0,0,0,0,0,0
13534,00-0024148,C.Ross,0,2006,0,0,0,0,0,0,0,0,0,0
13537,00-0024171,W.Wright,0,2006,0,0,0,0,0,0,0,0,0,0
13538,00-0024174,G.Holt,0,2006,0,0,0,0,1,3,0,0,0,0
13542,00-0024189,D.Ross,0,2006,0,0,3,8,0,0,0,0,0,0
13544,00-0024202,J.Branch,0,2006,0,0,10,29,5,14,0,0,0,0
13545,00-0024217,R.Bush,0,2006,1,18,154,558,89,748,0,0,0,0
13546,00-0024218,V.Young,26,2006,356,3454,82,553,0,0,0,0,0,0
13549,00-0024221,V.Davis,0,2006,0,0,2,5,20,265,0,0,0,0
13553,00-0024225,M.Leinart,20,2006,376,2996,23,44,0,0,0,0,0,0
13554,00-0024226,J.Cutler,13,2006,137,1405,12,18,0,0,0,0,0,0
13563,00-0024236,L.Maroney,0,2006,0,0,175,745,22,194,0,0,0,0
13567,00-0024240,S.Holmes,0,2006,0,0,1,13,49,824,0,0,0,0
13569,00-0024242,D.Williams,0,2006,0,0,121,501,33,313,0,0,0,0
13570,00-0024243,M.Lewis,0,2006,0,0,0,0,13,126,0,0,0,0
13572,00-0024245,J.Addai,1,2006,0,0,226,1081,40,325,0,0,0,0
13578,00-0024251,C.Jackson,0,2006,0,0,4,22,13,152,0,0,0,0
13585,00-0024259,S.Moss,0,2006,0,0,0,0,5,25,0,0,0,0
13586,00-0024260,L.White,0,2006,0,0,61,244,14,60,0,0,0,0
13587,00-0024261,J.Klopfenstein,0,2006,0,0,0,0,20,226,0,0,0,0
13590,00-0024264,K.Clemens,4,2006,1,7,2,10,0,0,0,0,0,0
13593,00-0024267,G.Jennings,0,2006,0,0,0,0,45,632,0,0,0,0
13594,00-0024268,A.Fasano,0,2006,0,0,0,0,14,126,0,0,0,0
13598,00-0024272,D.Hester,0,2006,0,0,0,0,0,0,0,0,0,0
13601,00-0024275,M.Jones-Drew,0,2006,0,0,166,941,46,436,0,0,0,0
13602,00-0024276,T.Scheffler,0,2006,0,0,1,3,18,286,0,0,0,0
13605,00-0024279,T.Jackson,7,2006,81,609,16,79,0,0,0,0,0,0
13612,00-0024287,L.Pope,0,2006,0,0,0,0,16,161,0,0,0,0
13613,00-0024289,B.Calhoun,0,2006,0,0,7,19,2,20,0,0,0,0
13617,00-0024293,T.Wilson,0,2006,0,0,0,0,2,32,0,0,0,0
13618,00-0024294,J.Norwood,0,2006,1,11,99,633,13,102,0,0,0,0
13620,00-0024296,C.Whitehurst,0,2006,0,0,2,13,0,0,0,0,0,0
13621,00-0024297,D.Hagan,0,2006,0,0,0,0,21,221,0,0,0,0
13623,00-0024299,B.Williams,0,2006,0,0,0,0,0,0,0,0,0,0
13624,00-0024300,B.Croyle,1,2006,7,87,3,-3,0,0,0,0,0,0
13625,00-0024301,D.Thomas,0,2006,0,0,0,0,11,159,0,0,0,0
13627,00-0024305,M.Stovall,0,2006,0,0,2,29,7,102,0,0,0,0
13629,00-0024308,D.Byrd,0,2006,0,0,0,0,2,39,0,0,0,0
13631,00-0024310,W.Reid,0,2006,0,0,0,0,0,0,0,0,0,0
13634,00-0024313,O.Daniels,0,2006,0,0,0,0,34,350,0,0,0,0
13635,00-0024315,M.Robinson,0,2006,1,0,38,116,9,47,0,0,0,0
13637,00-0024318,B.Smith,0,2006,0,0,18,103,9,61,0,0,0,0
13641,00-0024324,J.Avant,0,2006,0,0,0,0,7,68,0,0,0,0
13643,00-0024326,D.Williams,0,2006,0,0,0,0,22,396,0,0,0,0
13647,00-0024332,L.Washington,0,2006,0,0,151,650,25,270,0,0,0,0
13648,00-0024333,S.Gostkowski,0,2006,0,0,0,0,0,0,26,44,618,166
13649,00-0024334,B.Marshall,0,2006,0,0,2,12,20,309,0,0,0,0
13654,00-0024340,S.Green,0,2006,0,0,0,0,0,0,0,0,0,0
13666,00-0024359,J.Harrison,0,2006,0,0,20,60,9,47,0,0,0,0
13668,00-0024362,I.Martin,0,2006,0,0,2,-5,0,0,0,0,0,0
13672,00-0024369,J.King,0,2006,0,0,0,0,1,1,0,0,0,0
13678,00-0024380,Q.Sypniewski,0,2006,0,0,0,0,2,15,0,0,0,0
13681,00-0024384,W.Lundy,1,2006,0,0,124,476,33,204,0,0,0,0
13683,00-0024389,D.Walker,0,2006,0,0,0,0,2,30,0,0,0,0
13687,00-0024394,L.Vickers,0,2006,0,0,3,2,6,60,0,0,0,0
13691,00-0024398,A.Jennings,0,2006,0,0,1,-4,0,0,0,0,0,0
13694,00-0024404,J.Webb,0,2006,0,0,0,0,3,23,0,0,0,0
13696,00-0024407,R.McNeal,0,2006,0,0,1,8,0,0,0,0,0,0
13697,00-0024408,B.Gradkowski,25,2006,328,2241,41,161,0,0,0,0,0,0
13722,00-0024458,T.Massaquoi,0,2006,0,0,0,0,0,0,0,0,0,0
13724,00-0024460,Q.Ganther,0,2006,0,0,0,0,0,0,0,0,0,0
13727,00-0024465,D.Anderson,0,2006,0,0,0,0,1,27,0,0,0,0
13728,00-0024466,M.Colston,0,2006,0,0,0,0,70,1038,0,0,0,0
13730,00-0024489,A.Hall,0,2006,0,0,7,21,15,138,0,0,0,0
13736,00-0000108,D.Akers,0,2007,0,0,0,0,0,0,32,36,740,388
13738,00-0000282,M.Andersen,0,2007,0,0,0,0,0,0,28,24,804,96
13745,00-0000865,C.Batch,0,2007,36,432,12,-7,0,0,0,0,0,0
13752,00-0001477,M.Booker,0,2007,1,0,2,12,50,556,0,0,0,0
13754,00-0001661,K.Brady,0,2007,0,0,0,0,9,70,0,0,0,0
13759,00-0001980,K.Brown,0,2007,0,0,0,0,0,0,29,40,928,120
13761,00-0002068,T.Brown,0,2007,0,0,0,0,0,0,0,0,0,0
13762,00-0002099,I.Bruce,0,2007,0,0,2,-4,55,733,0,0,0,0
13763,00-0002102,M.Bruener,0,2007,0,0,0,0,0,0,0,0,0,0
13766,00-0002565,D.Campbell,0,2007,0,0,0,0,1,1,0,0,0,0
13767,00-0002655,J.Carney,0,2007,0,0,0,0,0,0,14,28,368,90
13771,00-0003035,D.Clark,0,2007,0,0,0,0,44,545,0,0,0,0
13774,00-0003292,K.Collins,5,2007,82,678,3,-3,0,0,0,0,0,0
13775,00-0003315,T.Collins,7,2007,105,818,8,1,0,0,0,0,0,0
13779,00-0003663,Z.Crockett,0,2007,0,0,1,0,0,0,0,0,0,0
13780,00-0003739,D.Culpepper,21,2007,185,1516,20,46,0,0,0,0,0,0
13786,00-0004091,P.Dawson,0,2007,0,0,0,0,0,0,30,43,873,87
13787,00-0004112,J.Dearth,0,2007,0,0,0,0,0,0,0,0,0,0
13788,00-0004161,J.Delhomme,5,2007,86,641,6,26,0,0,0,0,0,0
13790,00-0004293,T.Dilfer,27,2007,219,1869,10,25,0,0,0,0,0,0
13793,00-0004541,D.Driver,0,2007,0,0,2,4,82,1048,0,0,0,0
13794,00-0004637,J.Dunn,0,2007,0,0,0,0,2,9,0,0,0,0
13795,00-0004640,W.Dunn,0,2007,0,0,228,718,37,238,0,0,0,0
13796,00-0004673,T.Dwight,0,2007,0,0,2,12,6,98,0,0,0,0
13798,00-0004811,J.Elam,0,2007,0,0,0,0,0,0,31,33,909,186
13800,00-0004915,B.Engram,0,2007,0,0,0,0,94,1147,0,0,0,0
13804,00-0005091,K.Faulk,0,2007,0,0,63,268,47,383,0,0,0,0
13805,00-0005101,C.Fauria,0,2007,0,0,0,0,5,39,0,0,0,0
13806,00-0005106,B.Favre,15,2007,535,4064,29,12,0,0,0,0,0,0
13814,00-0005589,G.Frerotte,11,2007,167,1505,6,3,0,0,0,0,0,0
13816,00-0005720,J.Galloway,0,2007,0,0,1,1,57,1014,0,0,0,0
13817,00-0005755,J.Garcia,19,2007,327,2443,35,116,0,0,0,0,0,0
13822,00-0006101,T.Gonzalez,0,2007,0,0,0,0,99,1172,0,0,0,0
13823,00-0006223,M.Gramatica,0,2007,0,0,0,0,0,0,5,8,215,0
13825,00-0006305,A.Green,0,2007,0,0,70,260,14,123,0,0,0,0
13826,00-0006355,T.Green,7,2007,141,1182,7,32,0,0,0,0,0,0
13828,00-0006423,B.Griese,15,2007,262,1940,13,28,0,0,0,0,0,0
13831,00-0006800,J.Hanson,0,2007,0,0,0,0,0,0,35,36,1115,158
13834,00-0007024,M.Harrison,0,2007,0,0,0,0,20,247,0,0,0,0
13836,00-0007091,M.Hasselbeck,33,2007,562,4650,39,97,0,0,0,0,0,0
13837,00-0007213,S.Heiden,0,2007,0,0,0,0,12,104,0,0,0,0
13841,00-0007468,I.Hilliard,0,2007,0,0,1,6,62,722,0,0,0,0
13842,00-0007576,K.Holcomb,11,2007,83,617,1,0,0,0,0,0,0,0
13844,00-0007661,P.Holmes,0,2007,0,0,46,137,5,17,0,0,0,0
13845,00-0007681,T.Holt,0,2007,0,0,0,0,93,1189,0,0,0,0
13846,00-0007744,J.Horn,0,2007,0,0,0,0,27,243,0,0,0,0
13847,00-0007835,D.Huard,37,2007,332,2676,9,-1,0,0,0,0,0,0
13851,00-0008241,E.James,0,2007,0,0,324,1232,25,196,0,0,0,0
13852,00-0008442,B.Johnson,1,2007,11,73,5,-5,0,0,0,0,0,0
13855,00-0008962,J.Jurevicius,0,2007,0,0,0,0,50,614,0,0,0,0
13857,00-0009028,J.Kasay,0,2007,0,0,0,0,0,0,28,27,853,169
13860,00-0009119,R.Kelly,0,2007,0,0,0,0,20,211,0,0,0,0
13862,00-0009163,E.Kennison,0,2007,0,0,2,5,13,101,0,0,0,0
13865,00-0009311,J.Kitna,48,2007,563,4799,27,63,1,9,0,0,0,0
13866,00-0009323,J.Kleinsasser,0,2007,0,0,0,0,4,43,0,0,0,0
13868,00-0009443,B.Kozlowski,0,2007,0,0,0,0,1,5,0,0,0,0
13877,00-0010072,R.Longwell,0,2007,0,0,0,0,0,0,24,40,798,162
13881,00-0010346,P.Manning,21,2007,515,4465,20,-5,0,0,0,0,0,0
13882,00-0010373,O.Mare,0,2007,0,0,0,0,0,0,17,34,350,296
13884,00-0010455,J.Martin,0,2007,0,0,3,-3,0,0,0,0,0,0
13885,00-0010500,D.Mason,0,2007,0,0,0,0,103,1087,0,0,0,0
13889,00-0010668,K.McCardell,0,2007,0,0,0,0,22,256,0,0,0,0
13892,00-0010747,F.McCrary,0,2007,0,0,0,0,0,0,0,0,0,0
13895,00-0011022,D.McNabb,44,2007,473,3617,50,236,0,0,0,0,0,0
13896,00-0011024,S.McNair,11,2007,205,1137,10,32,0,0,0,0,0,0
13898,00-0011236,B.Miller,0,2007,0,0,0,0,27,328,0,0,0,0
13903,00-0011641,S.Morey,0,2007,0,0,1,13,8,131,0,0,0,0
13904,00-0011754,R.Moss,0,2007,0,0,0,0,98,1493,0,0,0,0
13905,00-0011770,E.Moulds,0,2007,0,0,0,0,32,342,0,0,0,0
13906,00-0011795,M.Muhammad,0,2007,0,0,0,0,40,570,0,0,0,0
13911,00-0011958,L.Neal,0,2007,0,0,13,32,8,23,0,0,0,0
13912,00-0011970,J.Nedney,0,2007,0,0,0,0,0,0,19,22,579,107
13917,00-0012478,T.Owens,0,2007,0,0,1,5,81,1355,0,0,0,0
13918,00-0012642,D.Patten,0,2007,0,0,2,-5,54,792,0,0,0,0
13920,00-0013013,M.Pittman,0,2007,0,0,69,288,26,191,0,0,0,0
13922,00-0013080,M.Pollard,0,2007,0,0,0,0,28,273,0,0,0,0
13924,00-0013232,P.Price,0,2007,0,0,0,0,7,68,0,0,0,0
13929,00-0013694,T.Richardson,0,2007,0,0,7,13,11,89,0,0,0,0
13943,00-0014655,M.Sellers,0,2007,0,0,26,78,17,117,0,0,0,0
13956,00-0015601,A.Stecker,0,2007,0,0,114,444,37,215,0,0,0,0
13959,00-0015754,B.Stokley,0,2007,0,0,1,-6,40,635,0,0,0,0
13961,00-0015784,M.Stover,0,2007,0,0,0,0,0,0,32,26,894,177
13963,00-0015830,M.Strong,0,2007,0,0,4,19,9,72,0,0,0,0
13966,00-0016098,F.Taylor,0,2007,0,0,223,1202,9,58,0,0,0,0
13969,00-0016193,V.Testaverde,9,2007,172,1245,9,22,0,0,0,0,0,0
13975,00-0016440,J.Thrash,0,2007,0,0,0,0,9,107,0,0,0,0
13976,00-0016550,A.Toomer,0,2007,0,0,0,0,59,760,0,0,0,0
13981,00-0016677,J.Tuman,0,2007,0,0,0,0,1,9,0,0,0,0
13984,00-0016919,A.Vinatieri,0,2007,0,0,0,0,0,0,29,51,634,244
13989,00-0017162,H.Ward,0,2007,0,0,2,7,72,736,0,0,0,0
13990,00-0017200,K.Warner,20,2007,452,3811,17,15,0,0,0,0,0,0
13995,00-0017693,J.Wilkins,0,2007,0,0,0,0,0,0,32,25,896,336
13998,00-0017915,R.Williams,0,2007,0,0,6,15,0,0,0,0,0,0
14003,00-0018272,A.Wright,0,2007,7,55,1,-1,0,0,0,0,0,0
14009,00-0018578,R.Neufeld,0,2007,0,0,0,0,2,14,0,0,0,0
14016,00-0018958,L.Coles,0,2007,0,0,0,0,55,646,0,0,0,0
14018,00-0019041,B.Volek,2,2007,10,65,11,-7,0,0,0,0,0,0
14019,00-0019100,B.Hoover,0,2007,0,0,12,39,10,58,0,0,0,0
14021,00-0019127,T.Yoder,0,2007,0,0,0,0,7,97,0,0,0,0
14023,00-0019135,D.Kreider,0,2007,0,0,1,2,1,15,0,0,0,0
14027,00-0019242,D.Looker,0,2007,0,0,0,0,6,38,0,0,0,0
14030,00-0019281,M.Furrey,0,2007,0,0,0,0,61,664,0,0,0,0
14032,00-0019302,B.Gilmore,0,2007,0,0,1,-8,7,111,0,0,0,0
14033,00-0019310,R.Lindell,0,2007,0,0,0,0,0,0,27,24,791,145
14039,00-0019457,A.Becht,0,2007,0,0,0,0,5,20,0,0,0,0
14047,00-0019484,S.Morris,0,2007,0,0,85,384,6,35,0,0,0,0
14050,00-0019503,K.Houser,0,2007,0,0,0,0,0,0,0,0,0,0
14053,00-0019533,P.Pass,0,2007,0,0,0,0,0,0,0,0,0,0
14054,00-0019536,S.Graham,0,2007,0,0,0,0,0,0,34,37,979,122
14057,00-0019539,D.Hall,0,2007,0,0,3,18,5,27,0,0,0,0
14061,00-0019552,T.Walters,0,2007,0,0,0,0,9,101,0,0,0,0
14062,00-0019559,C.Pennington,26,2007,260,1913,20,32,0,0,0,0,0,0
14069,00-0019587,T.Smith,0,2007,0,0,1,3,7,59,0,0,0,0
14071,00-0019594,M.Anderson,0,2007,0,0,15,62,4,26,0,0,0,0
14072,00-0019596,T.Brady,21,2007,578,4746,37,98,0,0,0,0,0,0
14073,00-0019599,M.Bulger,37,2007,378,3308,9,13,0,0,0,0,0,0
14074,00-0019600,Mike Lewis,0,2007,0,0,0,0,0,0,0,0,0,0
14076,00-0019610,R.Droughns,0,2007,0,0,85,275,7,49,0,0,0,0
14079,00-0019623,T.Rattay,0,2007,27,318,2,5,0,0,0,0,0,0
14087,00-0019641,T.Jones,0,2007,0,0,310,1119,28,217,0,0,0,0
14088,00-0019642,P.Burress,0,2007,0,0,0,0,70,1025,0,0,0,0
14089,00-0019643,R.Dayne,0,2007,0,0,194,773,17,112,0,0,0,0
14090,00-0019644,B.Franks,0,2007,0,0,0,0,18,132,0,0,0,0
14092,00-0019646,S.Janikowski,0,2007,0,0,0,0,0,0,32,28,928,405
14093,00-0019647,S.Alexander,0,2007,0,0,207,716,14,76,0,0,0,0
14095,00-0019650,D.Northcutt,0,2007,0,0,6,27,44,601,0,0,0,0
14100,00-0019663,D.Jackson,0,2007,0,0,0,0,46,497,0,0,0,0
14103,00-0019673,P.Smith,0,2007,0,0,0,0,0,0,0,0,0,0
14105,00-0019676,N.Rackers,0,2007,0,0,0,0,0,0,30,48,733,397
14106,00-0019693,J.Lewis,0,2007,0,0,299,1303,30,248,0,0,0,0
14114,00-0019703,J.Porter,0,2007,0,0,0,0,44,705,0,0,0,0
14117,00-0019709,C.Redman,9,2007,149,1014,8,16,0,0,0,0,0,0
14120,00-0019721,T.Taylor,0,2007,0,0,0,0,1,4,0,0,0,0
14124,00-0019770,J.Feely,0,2007,0,0,0,0,0,0,23,26,752,95
14125,00-0019778,L.Tynes,0,2007,0,0,0,0,0,0,27,42,770,135
14126,00-0019794,A.Cason,0,2007,0,0,11,38,14,129,0,0,0,0
14127,00-0019808,K.Watson,0,2007,0,0,178,763,52,373,0,0,0,0
14129,00-0019816,T.Hasselbeck,0,2007,0,0,1,-1,0,0,0,0,0,0
14130,00-0019831,N.Goings,0,2007,0,0,0,0,0,0,0,0,0,0
14132,00-0019863,D.Rhodes,0,2007,0,0,75,302,11,70,0,0,0,0
14136,00-0019976,D.Bennett,0,2007,0,0,0,0,33,375,0,0,0,0
14140,00-0019997,A.Chatman,0,2007,0,0,1,5,19,149,0,0,0,0
14142,00-0020022,M.Shipp,0,2007,0,0,15,41,4,25,0,0,0,0
14147,00-0020127,D.Wilcox,0,2007,0,0,0,0,6,18,0,0,0,0
14154,00-0020268,T.Stewart,0,2007,0,0,0,0,0,0,0,0,0,0
14155,00-0020270,C.Buckhalter,0,2007,0,0,62,313,12,87,0,0,0,0
14157,00-0020285,A.Crumpler,0,2007,0,0,0,0,42,444,0,0,0,0
14161,00-0020305,A.Feeley,3,2007,103,999,7,23,0,0,0,0,0,0
14164,00-0020332,D.Martin,0,2007,0,0,0,0,34,303,0,0,0,0
14165,00-0020337,S.Smith,0,2007,0,0,9,66,87,1002,0,0,0,0
14167,00-0020342,B.Manumaleuna,0,2007,0,0,0,0,10,86,0,0,0,0
14174,00-0020381,J.McCareins,0,2007,0,0,0,0,19,232,0,0,0,0
14179,00-0020391,J.Cook,0,2007,0,0,8,24,8,40,0,0,0,0
14181,00-0020397,C.Johnson,0,2007,0,0,6,47,93,1440,0,0,0,0
14184,00-0020403,An.Thomas,0,2007,0,0,36,89,15,95,0,0,0,0
14186,00-0020407,R.Johnson,0,2007,0,0,170,497,13,110,0,0,0,0
14192,00-0020428,R.Ferguson,0,2007,0,0,0,0,32,391,0,0,0,0
14193,00-0020434,C.Weinke,5,2007,22,156,0,0,0,0,0,0,0,0
14194,00-0020438,T.Houshmandzadeh,0,2007,0,0,5,14,112,1143,0,0,0,0
14199,00-0020446,C.Chambers,0,2007,0,0,3,12,66,970,0,0,0,0
