,player_id,player_name,sacks_suffered,season,attempts,passing_air_yards,carries,rushing_yards,receptions,receiving_yards,fg_att,pat_att,fg_made_distance,fg_missed_distance
14200,00-0020448,T.Minor,0,2007,0,0,17,68,12,86,0,0,0,0
14204,00-0020452,C.Wilson,0,2007,0,0,2,37,18,207,0,0,0,0
14205,00-0020455,E.Johnson,0,2007,0,0,0,0,48,378,0,0,0,0
14209,00-0020462,L.Jordan,0,2007,0,0,144,549,28,247,0,0,0,0
14216,00-0020471,T.Henry,0,2007,0,0,167,691,7,65,0,0,0,0
14219,00-0020480,S.Rosenfels,6,2007,240,1913,21,51,0,0,0,0,0,0
14222,00-0020490,K.Robinson,0,2007,0,0,1,5,21,241,0,0,0,0
14225,00-0020494,S.Moss,0,2007,0,0,3,13,61,808,0,0,0,0
14227,00-0020498,R.Wayne,0,2007,0,0,1,4,104,1510,0,0,0,0
14232,00-0020507,H.Evans,0,2007,0,0,34,121,4,43,0,0,0,0
14233,00-0020508,M.Norris,0,2007,0,0,7,17,6,38,0,0,0,0
14234,00-0020514,M.Bennett,0,2007,0,0,60,239,15,99,0,0,0,0
14236,00-0020516,T.Heap,0,2007,0,0,0,0,23,239,0,0,0,0
14240,00-0020527,D.McAllister,0,2007,0,0,24,92,4,15,0,0,0,0
14242,00-0020531,D.Brees,15,2007,655,4459,24,52,2,10,0,0,0,0
14245,00-0020536,L.Tomlinson,0,2007,1,16,315,1474,60,475,0,0,0,0
14247,00-0020550,D.Dinkins,0,2007,0,0,0,0,1,8,0,0,0,0
14248,00-0020565,C.Lemon,23,2007,309,2575,33,92,0,0,0,0,0,0
14250,00-0020578,M.Bryant,0,2007,0,0,0,0,0,0,33,34,925,231
14251,00-0020608,D.Carr,13,2007,136,1091,17,59,0,0,0,0,0,0
14252,00-0020613,Q.Gray,10,2007,144,1532,19,57,0,0,0,0,0,0
14253,00-0020617,N.Jackson,0,2007,0,0,0,0,3,34,0,0,0,0
14256,00-0020679,S.Hill,5,2007,80,283,12,14,0,0,0,0,0,0
14257,00-0020692,E.Drummond,0,2007,0,0,1,-3,0,0,0,0,0,0
14260,00-0020737,J.Reed,0,2007,0,0,0,0,0,0,25,44,744,109
14263,00-0020797,M.Hicks,0,2007,0,0,21,117,14,86,0,0,0,0
14265,00-0020804,C.McIntyre,0,2007,0,0,0,0,0,0,0,0,0,0
14266,00-0020805,J.McKie,0,2007,0,0,6,17,9,33,0,0,0,0
14267,00-0020820,J.Chatman,0,2007,0,0,128,515,27,161,0,0,0,0
14275,00-0020962,R.Bironas,0,2007,0,0,0,0,0,0,39,28,1269,156
14279,00-0020985,D.Blakley,0,2007,0,0,0,0,7,48,0,0,0,0
14283,00-0021084,M.Schobel,0,2007,0,0,0,0,11,108,0,0,0,0
14287,00-0021098,J.Scobey,0,2007,0,0,0,0,0,0,0,0,0,0
14289,00-0021100,J.Putzier,0,2007,0,0,0,0,6,39,0,0,0,0
14294,00-0021141,J.Harrington,32,2007,348,2364,14,33,1,4,0,0,0,0
14299,00-0021147,D.Stallworth,0,2007,0,0,1,12,46,697,0,0,0,0
14300,00-0021148,J.Shockey,0,2007,0,0,1,6,57,619,0,0,0,0
14303,00-0021152,A.Lelie,0,2007,0,0,0,0,10,115,0,0,0,0
14304,00-0021153,J.Walker,0,2007,0,0,2,-3,26,287,0,0,0,0
14305,00-0021154,D.Graham,0,2007,0,0,0,0,24,246,0,0,0,0
14309,00-0021159,J.Stevens,0,2007,0,0,0,0,18,189,0,0,0,0
14313,00-0021163,J.Gaffney,0,2007,0,0,0,0,36,449,0,0,0,0
14314,00-0021164,D.Foster,0,2007,0,0,247,876,24,173,0,0,0,0
14316,00-0021166,J.Reed,0,2007,0,0,4,10,51,578,0,0,0,0
14321,00-0021174,T.Carter,0,2007,0,0,0,0,8,117,0,0,0,0
14322,00-0021175,A.Davis,0,2007,0,0,0,0,33,583,0,0,0,0
14323,00-0021176,R.Caldwell,0,2007,0,0,0,0,15,141,0,0,0,0
14325,00-0021179,C.Portis,1,2007,1,15,325,1262,47,389,0,0,0,0
14328,00-0021182,M.Morris,0,2007,0,0,140,628,23,213,0,0,0,0
14329,00-0021184,L.Betts,0,2007,0,0,93,335,21,174,0,0,0,0
14334,00-0021190,A.Randle El,0,2007,2,29,4,-3,51,728,0,0,0,0
14335,00-0021192,D.Branch,0,2007,0,0,0,0,49,661,0,0,0,0
14340,00-0021206,J.McCown,15,2007,191,1641,28,149,0,0,0,0,0,0
14341,00-0021213,C.Baker,0,2007,0,0,0,0,41,411,0,0,0,0
14344,00-0021216,B.Westbrook,0,2007,0,0,278,1333,90,771,0,0,0,0
14350,00-0021227,J.Peelle,0,2007,0,0,0,0,29,228,0,0,0,0
14354,00-0021231,D.Garrard,20,2007,325,2994,50,182,0,0,0,0,0,0
14356,00-0021236,R.McMichael,0,2007,0,0,0,0,39,429,0,0,0,0
14361,00-0021252,N.Davenport,0,2007,0,0,107,499,18,184,0,0,0,0
14362,00-0021255,J.Owens,0,2007,0,0,0,0,2,13,0,0,0,0
14365,00-0021260,K.Johnson,0,2007,0,0,0,0,0,0,0,0,0,0
14373,00-0021273,R.Royal,0,2007,0,0,0,0,25,248,0,0,0,0
14374,00-0021277,C.Nall,1,2007,15,117,5,6,0,0,0,0,0,0
14375,00-0021279,V.Haynes,0,2007,0,0,0,0,1,12,0,0,0,0
14378,00-0021287,K.Heinrich,0,2007,0,0,0,0,0,0,0,0,0,0
14379,00-0021296,J.O'Sullivan,3,2007,25,204,4,-10,0,0,0,0,0,0
14381,00-0021304,J.Gilmore,0,2007,0,0,0,0,3,14,0,0,0,0
14382,00-0021306,A.Peterson,0,2007,1,9,151,510,51,420,0,0,0,0
14383,00-0021314,C.Taylor,0,2007,1,5,157,844,29,281,0,0,0,0
14384,00-0021317,B.Fletcher,0,2007,0,0,0,0,18,143,0,0,0,0
14388,00-0021337,R.Curry,0,2007,1,0,1,1,55,717,0,0,0,0
14394,00-0021357,R.Cartwright,0,2007,0,0,2,0,0,0,0,0,0,0
14395,00-0021376,T.Duckett,0,2007,0,0,65,335,4,54,0,0,0,0
14397,00-0021379,P.Ramsey,3,2007,48,298,2,6,0,0,0,0,0,0
14403,00-0021403,C.Mustard,0,2007,0,0,0,0,5,62,0,0,0,0
14405,00-0021429,C.Palmer,17,2007,575,5041,24,10,0,0,0,0,0,0
14414,00-0021508,G.Lewis,0,2007,1,33,0,0,13,265,0,0,0,0
14415,00-0021509,R.Mahe,0,2007,0,0,0,0,1,11,0,0,0,0
14417,00-0021525,C.Fitzsimmons,0,2007,0,0,0,0,8,85,0,0,0,0
14421,00-0021547,A.Gates,0,2007,0,0,0,0,75,984,0,0,0,0
14422,00-0021570,K.Osgood,0,2007,0,0,0,0,2,23,0,0,0,0
14431,00-0021647,J.Urban,0,2007,0,0,0,0,22,329,0,0,0,0
14433,00-0021678,T.Romo,25,2007,520,4305,28,132,0,0,0,0,0,0
14436,00-0021689,C.Gessner,0,2007,0,0,0,0,0,0,0,0,0,0
14438,00-0021755,E.Graham,0,2007,0,0,222,898,49,324,0,0,0,0
14439,00-0021756,W.Heller,0,2007,0,0,0,0,13,82,0,0,0,0
14441,00-0021780,A.Moorehead,0,2007,0,0,0,0,8,65,0,0,0,0
14445,00-0021845,C.Sapp,0,2007,0,0,18,59,14,51,0,0,0,0
14452,00-0021915,S.Aiken,0,2007,0,0,0,0,1,10,0,0,0,0
14454,00-0021927,D.Tyree,0,2007,0,0,0,0,4,35,0,0,0,0
14455,00-0021929,D.Lee,0,2007,0,0,0,0,48,575,0,0,0,0
14456,00-0021931,K.Walter,0,2007,0,0,5,30,65,800,0,0,0,0
14458,00-0021936,A.Pinnock,0,2007,0,0,4,1,1,5,0,0,0,0
14459,00-0021940,J.Brown,0,2007,0,0,0,0,0,0,34,43,980,236
14467,00-0021955,D.Klecko,0,2007,0,0,0,0,0,0,0,0,0,0
14474,00-0021976,L.Johnson,0,2007,1,16,158,559,30,186,0,0,0,0
14476,00-0021980,G.Wrighster,0,2007,0,0,0,0,17,123,0,0,0,0
14477,00-0021981,S.McDonald,0,2007,0,0,4,2,79,943,0,0,0,0
14478,00-0021982,J.Gage,0,2007,0,0,0,0,55,750,0,0,0,0
14490,00-0021999,N.Burleson,0,2007,0,0,2,4,50,694,0,0,0,0
14491,00-0022001,K.Curtis,0,2007,0,0,0,0,77,1110,0,0,0,0
14493,00-0022003,B.Askew,0,2007,0,0,0,0,18,175,0,0,0,0
14495,00-0022006,A.Pinner,0,2007,0,0,5,46,0,0,0,0,0,0
14499,00-0022011,J.Griffith,0,2007,0,0,7,27,26,165,0,0,0,0
14504,00-0022026,B.Bollinger,7,2007,50,354,5,18,0,0,0,0,0,0
14510,00-0022041,R.Angulo,0,2007,0,0,0,0,8,81,0,0,0,0
14511,00-0022044,A.Johnson,0,2007,0,0,0,0,60,851,0,0,0,0
14519,00-0022054,V.Shiancoe,0,2007,0,0,0,0,27,323,0,0,0,0
14520,00-0022055,S.Wallace,3,2007,28,164,4,17,2,47,0,0,0,0
14521,00-0022057,L.Toefield,0,2007,0,0,13,27,1,4,0,0,0,0
14523,00-0022060,A.Walker,0,2007,0,0,0,0,2,13,0,0,0,0
14524,00-0022064,A.Battle,0,2007,0,0,4,4,50,600,0,0,0,0
14535,00-0022082,B.Joppru,0,2007,0,0,0,0,0,0,0,0,0,0
14536,00-0022084,A.Boldin,0,2007,0,0,1,14,71,853,0,0,0,0
14540,00-0022092,C.Brown,0,2007,0,0,101,464,19,128,0,0,0,0
14541,00-0022093,J.Fargas,0,2007,0,0,222,1009,23,188,0,0,0,0
14543,00-0022097,B.Lloyd,0,2007,0,0,0,0,2,14,0,0,0,0
14548,00-0022121,R.Grossman,25,2007,225,1984,13,23,0,0,0,0,0,0
14551,00-0022124,T.Jacobs,0,2007,0,0,1,-8,3,40,0,0,0,0
14552,00-0022126,L.Smith,0,2007,0,0,0,0,22,236,0,0,0,0
14553,00-0022127,J.Witten,0,2007,0,0,0,0,96,1145,0,0,0,0
14555,00-0022130,M.Smith,0,2007,0,0,75,264,27,192,0,0,0,0
14560,00-0022141,J.Johnson,0,2007,0,0,7,25,6,32,0,0,0,0
14561,00-0022143,O.Mughelli,0,2007,0,0,6,7,6,36,0,0,0,0
14562,00-0022144,B.Wade,0,2007,0,0,1,-9,54,654,0,0,0,0
14569,00-0022156,Bry.Johnson,0,2007,0,0,0,0,45,525,0,0,0,0
14574,00-0022164,K.Boller,24,2007,275,2541,19,89,0,0,0,0,0,0
14575,00-0022165,D.Clark,0,2007,0,0,2,29,58,616,0,0,0,0
14580,00-0022171,K.Washington,0,2007,0,0,0,0,0,0,0,0,0,0
14581,00-0022177,B.Leftwich,5,2007,59,471,6,7,0,0,0,0,0,0
14582,00-0022178,W.McGahee,0,2007,0,0,294,1207,43,231,0,0,0,0
14583,00-0022206,K.Keith,0,2007,0,0,121,533,13,77,0,0,0,0
14585,00-0022215,T.Euhus,0,2007,0,0,0,0,0,0,0,0,0,0
14587,00-0022217,M.Moore,0,2007,1,8,20,113,6,46,0,0,0,0
14590,00-0022240,C.Lucas,0,2007,0,0,0,0,5,82,0,0,0,0
14593,00-0022250,W.Parker,0,2007,1,12,321,1316,23,164,0,0,0,0
14595,00-0022288,J.Wright,0,2007,0,0,60,277,24,232,0,0,0,0
14596,00-0022290,J.Bradley,0,2007,0,0,5,9,2,10,0,0,0,0
14597,00-0022296,J.Jenkins,0,2007,0,0,0,0,0,0,0,0,0,0
14606,00-0022388,T.Copper,0,2007,0,0,0,0,15,126,0,0,0,0
14607,00-0022397,V.Leach,0,2007,0,0,2,2,25,108,0,0,0,0
14608,00-0022403,B.Middleton,0,2007,0,0,0,0,8,70,0,0,0,0
14609,00-0022405,L.Polite,0,2007,0,0,0,0,0,0,0,0,0,0
14611,00-0022414,M.Floyd,0,2007,0,0,0,0,7,97,0,0,0,0
14612,00-0022421,R.Martin,0,2007,0,0,0,0,16,242,0,0,0,0
14613,00-0022427,W.Welker,0,2007,0,0,4,34,112,1175,0,0,0,0
14614,00-0022434,C.Davis,0,2007,0,0,17,68,12,49,0,0,0,0
14615,00-0022449,B.Sams,0,2007,0,0,0,0,0,0,0,0,0,0
14621,00-0022529,L.Lawton,0,2007,0,0,5,13,4,29,0,0,0,0
14625,00-0022555,B.Utecht,0,2007,0,0,0,0,31,364,0,0,0,0
14627,00-0022582,R.Owens,0,2007,0,0,0,0,1,9,0,0,0,0
14630,00-0022590,J.Lorenzen,1,2007,8,99,1,2,0,0,0,0,0,0
14634,00-0022613,G.Martinez,0,2007,0,0,0,0,14,175,0,0,0,0
14639,00-0022691,B.Sippio,0,2007,0,0,0,0,0,0,0,0,0,0
14644,00-0022701,D.Hackett,0,2007,0,0,0,0,32,384,0,0,0,0
14647,00-0022704,C.Anderson,0,2007,0,0,0,0,0,0,0,0,0,0
14648,00-0022706,M.Gaines,0,2007,0,0,0,0,25,215,0,0,0,0
14655,00-0022714,K.Wilson,0,2007,0,0,3,7,24,180,0,0,0,0
14657,00-0022724,S.McHugh,0,2007,0,0,0,0,17,252,0,0,0,0
14658,00-0022725,M.Clayton,0,2007,0,0,5,22,22,301,0,0,0,0
14659,00-0022726,K.Colbert,0,2007,0,0,0,0,32,332,0,0,0,0
14664,00-0022736,S.Jackson,0,2007,1,2,237,1002,38,271,0,0,0,0
14665,00-0022737,N.Kaeding,0,2007,0,0,0,0,0,0,27,46,792,95
14666,00-0022738,C.Cooley,0,2007,0,0,0,0,66,786,0,0,0,0
14667,00-0022739,D.Darling,0,2007,0,0,0,0,18,326,0,0,0,0
14670,00-0022744,J.Sorgi,2,2007,36,179,6,-4,0,0,0,0,0,0
14671,00-0022746,J.Dugan,0,2007,0,0,2,7,7,57,0,0,0,0
14674,00-0022754,S.Parker,0,2007,0,0,1,2,24,298,0,0,0,0
14677,00-0022759,R.Krause,0,2007,0,0,0,0,2,11,0,0,0,0
14680,00-0022766,P.Crayton,0,2007,0,0,0,0,50,697,0,0,0,0
14682,00-0022770,D.Ward,0,2007,0,0,125,602,26,179,0,0,0,0
14688,00-0022781,M.Jenkins,0,2007,0,0,0,0,53,532,0,0,0,0
14689,00-0022782,K.Jones,0,2007,0,0,153,581,33,197,0,0,0,0
14694,00-0022787,M.Schaub,16,2007,289,2348,17,52,0,0,0,0,0,0
14699,00-0022796,M.Karney,0,2007,0,0,11,17,13,78,0,0,0,0
14700,00-0022797,T.Tapeh,0,2007,0,0,5,18,8,50,0,0,0,0
14701,00-0022803,E.Manning,27,2007,528,4540,30,69,0,0,0,0,0,0
14705,00-0022807,B.Berrian,0,2007,0,0,1,3,70,948,0,0,0,0
14708,00-0022811,J.Cotchery,0,2007,0,0,5,38,82,1129,0,0,0,0
14711,00-0022817,S.Ryan,0,2007,0,0,0,0,3,46,0,0,0,0
14713,00-0022821,M.Turner,0,2007,0,0,71,316,4,16,0,0,0,0
14721,00-0022840,J.Jones,0,2007,0,0,166,584,23,203,0,0,0,0
14727,00-0022847,B.Hartsock,0,2007,0,0,0,0,12,138,0,0,0,0
14737,00-0022864,L.McCown,15,2007,139,784,12,117,0,0,0,0,0,0
14740,00-0022874,J.Scobee,0,2007,0,0,0,0,0,0,13,27,371,46
14743,00-0022879,D.Carter,0,2007,0,0,0,0,38,517,0,0,0,0
14744,00-0022882,M.Jones,0,2007,0,0,0,0,0,0,0,0,0,0
14745,00-0022883,J.Echemandu,0,2007,0,0,20,85,2,11,0,0,0,0
14747,00-0022886,C.Cramer,0,2007,0,0,0,0,0,0,0,0,0,0
14750,00-0022889,R.Williams,0,2007,0,0,1,8,38,629,0,0,0,0
14753,00-0022893,T.Bell,0,2007,0,0,44,182,14,63,0,0,0,0
14756,00-0022897,G.Jones,0,2007,0,0,42,119,11,99,0,0,0,0
14759,00-0022901,E.Wilford,0,2007,0,0,0,0,45,518,0,0,0,0
14763,00-0022907,N.Lawrie,0,2007,0,0,0,0,0,0,0,0,0,0
14764,00-0022909,R.Williams,0,2007,0,0,2,1,63,836,0,0,0,0
14765,00-0022910,L.Evans,0,2007,0,0,0,0,55,849,0,0,0,0
14767,00-0022912,J.Losman,14,2007,175,1407,20,110,0,0,0,0,0,0
14770,00-0022916,B.Troupe,0,2007,0,0,1,-1,5,47,0,0,0,0
14773,00-0022921,L.Fitzgerald,0,2007,0,0,0,0,101,1412,0,0,0,0
14774,00-0022922,K.Winslow,0,2007,0,0,0,0,82,1106,0,0,0,0
14776,00-0022924,B.Roethlisberger,47,2007,405,3910,35,204,0,0,0,0,0,0
14779,00-0022929,D.Henderson,0,2007,0,0,2,20,20,409,0,0,0,0
14783,00-0022942,P.Rivers,22,2007,460,3918,29,33,0,0,0,0,0,0
14784,00-0022943,B.Watson,0,2007,0,0,1,11,36,389,0,0,0,0
14789,00-0022984,R.Grant,0,2007,0,0,188,956,30,147,0,0,0,0
14792,00-0022999,J.Kuhn,0,2007,0,0,0,0,2,7,0,0,0,0
14793,00-0023001,S.Suisham,0,2007,0,0,0,0,0,0,35,30,1020,261
14798,00-0023051,A.Halterman,0,2007,0,0,0,0,1,7,0,0,0,0
14801,00-0023063,L.Weaver,0,2007,0,0,33,146,39,313,0,0,0,0
14803,00-0023074,S.Gado,0,2007,0,0,53,150,12,106,0,0,0,0
14813,00-0023158,B.Berlin,0,2007,28,224,3,-16,0,0,0,0,0,0
14816,00-0023176,J.Cribbs,0,2007,0,0,9,61,3,37,0,0,0,0
14818,00-0023179,T.Curtis,0,2007,0,0,0,0,3,18,0,0,0,0
14820,00-0023192,T.Thompson,0,2007,0,0,14,54,0,0,0,0,0,0
14827,00-0023251,K.Eckel,0,2007,0,0,32,87,1,6,0,0,0,0
14828,00-0023252,R.Gould,0,2007,1,19,0,0,0,0,36,33,1114,132
14834,00-0023310,L.Moore,0,2007,0,0,2,7,32,302,0,0,0,0
14842,00-0023363,R.Lloyd,0,2007,0,0,0,0,0,0,0,0,0,0
14843,00-0023367,N.Washington,0,2007,0,0,1,0,29,450,0,0,0,0
14845,00-0023384,Z.Keasey,0,2007,0,0,2,4,0,0,0,0,0,0
14848,00-0023408,G.Camarillo,0,2007,0,0,0,0,8,160,0,0,0,0
14849,00-0023429,R.Davis,0,2007,0,0,0,0,17,165,0,0,0,0
14850,00-0023436,A.Smith,17,2007,193,1819,13,89,0,0,0,0,0,0
14851,00-0023437,R.Brown,0,2007,0,0,119,602,39,389,0,0,0,0
14852,00-0023438,B.Edwards,0,2007,0,0,0,0,80,1289,0,0,0,0
14853,00-0023439,C.Benson,0,2007,0,0,197,678,17,123,0,0,0,0
14854,00-0023440,C.Williams,0,2007,0,0,54,208,3,17,0,0,0,0
14855,00-0023442,T.Williamson,0,2007,0,0,2,29,18,240,0,0,0,0
14864,00-0023452,M.Williams,0,2007,0,0,0,0,7,90,0,0,0,0
14868,00-0023456,M.Jones,0,2007,0,0,0,0,24,317,0,0,0,0
14869,00-0023457,M.Clayton,0,2007,1,14,0,0,48,531,0,0,0,0
14871,00-0023459,A.Rodgers,3,2007,28,162,7,29,0,0,0,0,0,0
14872,00-0023460,J.Campbell,20,2007,417,3575,37,186,0,0,0,0,0,0
14874,00-0023462,R.White,0,2007,0,0,1,-2,83,1202,0,0,0,0
14877,00-0023465,H.Miller,0,2007,0,0,0,0,47,566,0,0,0,0
14882,00-0023470,R.Brown,0,2007,0,0,5,36,61,780,0,0,0,0
14886,00-0023474,M.Bradley,0,2007,0,0,0,0,6,71,0,0,0,0
14891,00-0023479,J.Arrington,0,2007,0,0,26,78,29,241,0,0,0,0
14894,00-0023482,M.Nugent,0,2007,0,0,0,0,0,0,36,24,940,315
14898,00-0023490,R.Parrish,0,2007,0,0,3,19,35,352,0,0,0,0
14902,00-0023496,V.Jackson,0,2007,0,0,0,0,41,623,0,0,0,0
14906,00-0023500,F.Gore,0,2007,0,0,260,1102,53,436,0,0,0,0
14908,00-0023502,C.Frye,5,2007,10,49,1,1,0,0,0,0,0,0
14909,00-0023504,A.Walter,0,2007,8,58,0,0,0,0,0,0,0,0
14911,00-0023506,A.Smith,0,2007,0,0,0,0,32,385,0,0,0,0
14913,00-0023508,V.Morency,0,2007,0,0,29,108,30,199,0,0,0,0
14922,00-0023518,C.Henry,0,2007,0,0,0,0,21,343,0,0,0,0
14924,00-0023521,K.Everett,0,2007,0,0,0,0,1,3,0,0,0,0
14930,00-0023531,B.Jones,0,2007,0,0,2,37,21,248,0,0,0,0
14938,00-0023541,K.Orton,2,2007,79,660,5,-1,0,0,0,0,0,0
14940,00-0023544,M.Barber,0,2007,0,0,203,973,44,282,0,0,0,0
14941,00-0023545,B.Jacobs,0,2007,0,0,200,1011,23,174,0,0,0,0
14944,00-0023549,J.Mathis,0,2007,0,0,0,0,1,15,0,0,0,0
14945,00-0023551,C.Thorpe,0,2007,0,0,0,0,12,70,0,0,0,0
14952,00-0023561,A.Pearman,0,2007,0,0,0,0,1,1,0,0,0,0
14954,00-0023564,D.Sproles,0,2007,0,0,37,164,10,31,0,0,0,0
14959,00-0023570,R.Williams,0,2007,0,0,2,-17,55,719,0,0,0,0
14970,00-0023591,J.Green,0,2007,0,0,0,0,2,16,0,0,0,0
14975,00-0023612,B.Scaife,0,2007,0,0,0,0,46,421,0,0,0,0
14978,00-0023618,C.Owens,0,2007,0,0,0,0,0,0,0,0,0,0
14983,00-0023623,T.Perry,0,2007,0,0,1,9,1,7,0,0,0,0
14986,00-0023630,J.Dreessen,0,2007,0,0,0,0,4,55,0,0,0,0
14989,00-0023635,D.Rayner,0,2007,0,0,0,0,0,0,22,14,534,235
14991,00-0023645,D.Anderson,15,2007,527,4201,30,77,0,0,0,0,0,0
14996,00-0023655,M.Maxwell,0,2007,0,0,0,0,1,5,0,0,0,0
14999,00-0023662,M.Cassel,0,2007,7,30,4,12,0,0,0,0,0,0
15003,00-0023672,H.Williams,0,2007,0,0,0,0,0,0,0,0,0,0
15004,00-0023679,B.Bajema,0,2007,0,0,0,0,0,0,0,0,0,0
15005,00-0023683,M.Hedgecock,0,2007,0,0,0,0,7,52,0,0,0,0
15008,00-0023714,A.Haynes,0,2007,0,0,3,3,3,14,0,0,0,0
15017,00-0023764,A.Hall,0,2007,0,0,44,216,2,69,0,0,0,0
15018,00-0023774,N.Tahi,0,2007,0,0,6,15,1,7,0,0,0,0
15020,00-0023784,G.Estandia,0,2007,0,0,0,0,9,136,0,0,0,0
15021,00-0023790,B.Clark,0,2007,0,0,0,0,4,23,0,0,0,0
15022,00-0023806,D.Dorsey,0,2007,0,0,21,183,4,19,0,0,0,0
15026,00-0023822,S.Bodiford,0,2007,0,0,0,0,1,13,0,0,0,0
15031,00-0023853,M.Prater,0,2007,0,0,0,0,0,0,4,1,45,113
15032,00-0023858,C.Barclay,0,2007,0,0,1,3,2,13,0,0,0,0
15033,00-0023871,S.Conover,0,2007,0,0,0,0,0,0,0,0,0,0
15035,00-0023891,O.Hoyte,0,2007,0,0,0,0,1,2,0,0,0,0
15038,00-0023897,J.Madsen,0,2007,0,0,0,0,8,102,0,0,0,0
15043,00-0023921,M.Austin,0,2007,0,0,0,0,5,76,0,0,0,0
15044,00-0023928,A.Mix,0,2007,0,0,0,0,3,39,0,0,0,0
15047,00-0023953,S.Hurd,0,2007,0,0,0,0,19,314,0,0,0,0
15050,00-0023968,M.Spurlock,0,2007,0,0,0,0,0,0,0,0,0,0
15055,00-0024011,M.Bell,0,2007,0,0,6,3,1,7,0,0,0,0
15056,00-0024013,H.Baskett,0,2007,0,0,0,0,16,142,0,0,0,0
15061,00-0024067,L.Vickers,0,2007,0,0,0,0,2,4,0,0,0,0
15062,00-0024069,T.Bienemann,0,2007,0,0,0,0,7,46,0,0,0,0
15065,00-0024077,I.Smolko,0,2007,0,0,0,0,1,5,0,0,0,0
15071,00-0024103,M.Owens,0,2007,0,0,0,0,0,0,0,0,0,0
15076,00-0024137,S.Tutt,0,2007,0,0,0,0,0,0,0,0,0,0
15077,00-0024148,C.Ross,0,2007,0,0,12,72,0,0,0,0,0,0
15081,00-0024170,J.Kowalewski,0,2007,0,0,0,0,5,18,0,0,0,0
15082,00-0024171,W.Wright,0,2007,0,0,0,0,6,87,0,0,0,0
15083,00-0024172,P.Cobbs,0,2007,0,0,15,47,2,20,0,0,0,0
15084,00-0024174,G.Holt,0,2007,0,0,2,2,15,136,0,0,0,0
15090,00-0024204,F.Jackson,0,2007,0,0,58,300,22,190,0,0,0,0
15091,00-0024217,R.Bush,0,2007,0,0,157,581,73,417,0,0,0,0
15092,00-0024218,V.Young,25,2007,382,3412,93,395,0,0,0,0,0,0
15095,00-0024221,V.Davis,0,2007,0,0,0,0,52,509,0,0,0,0
15099,00-0024225,M.Leinart,4,2007,112,919,11,42,0,0,0,0,0,0
15100,00-0024226,J.Cutler,27,2007,467,3849,44,205,0,0,0,0,0,0
15110,00-0024236,L.Maroney,0,2007,0,0,185,835,4,116,0,0,0,0
15114,00-0024240,S.Holmes,0,2007,0,0,5,17,52,942,0,0,0,0
15116,00-0024242,D.Williams,0,2007,0,0,144,717,24,177,0,0,0,0
15117,00-0024243,M.Lewis,0,2007,0,0,0,0,37,391,0,0,0,0
15119,00-0024245,J.Addai,0,2007,0,0,261,1072,41,364,0,0,0,0
15125,00-0024251,C.Jackson,0,2007,0,0,0,0,0,0,0,0,0,0
15132,00-0024259,S.Moss,0,2007,0,0,1,4,21,225,0,0,0,0
15133,00-0024260,L.White,0,2007,0,0,304,1108,20,114,0,0,0,0
15134,00-0024261,J.Klopfenstein,0,2007,0,0,0,0,2,37,0,0,0,0
15137,00-0024264,K.Clemens,27,2007,250,2207,27,111,0,0,0,0,0,0
15140,00-0024267,G.Jennings,0,2007,0,0,0,0,53,920,0,0,0,0
15141,00-0024268,A.Fasano,0,2007,0,0,0,0,14,143,0,0,0,0
15145,00-0024272,D.Hester,1,2007,0,0,7,-10,20,299,0,0,0,0
15148,00-0024275,M.Jones-Drew,0,2007,0,0,167,768,40,407,0,0,0,0
15149,00-0024276,T.Scheffler,0,2007,0,0,0,0,49,549,0,0,0,0
15152,00-0024279,T.Jackson,19,2007,294,2610,54,260,0,0,0,0,0,0
15158,00-0024287,L.Pope,0,2007,0,0,0,0,23,238,0,0,0,0
15160,00-0024289,B.Calhoun,0,2007,0,0,7,35,5,35,0,0,0,0
15164,00-0024294,J.Norwood,0,2007,0,0,102,615,28,277,0,0,0,0
15166,00-0024297,D.Hagan,0,2007,0,0,0,0,29,373,0,0,0,0
15168,00-0024299,B.Williams,0,2007,0,0,0,0,0,0,0,0,0,0
15169,00-0024300,B.Croyle,16,2007,224,1598,7,18,0,0,0,0,0,0
15170,00-0024301,D.Thomas,0,2007,0,0,0,0,1,9,0,0,0,0
15173,00-0024305,M.Stovall,0,2007,0,0,0,0,10,86,0,0,0,0
15176,00-0024308,D.Byrd,0,2007,0,0,0,0,4,44,0,0,0,0
15178,00-0024310,W.Reid,0,2007,0,0,0,0,4,54,0,0,0,0
15181,00-0024313,O.Daniels,0,2007,0,0,0,0,63,768,0,0,0,0
15183,00-0024315,M.Robinson,0,2007,0,0,26,121,11,73,0,0,0,0
15185,00-0024318,B.Smith,0,2007,1,10,12,45,32,325,0,0,0,0
15187,00-0024321,G.Mills,0,2007,0,0,0,0,2,26,0,0,0,0
15190,00-0024324,J.Avant,0,2007,0,0,1,1,23,267,0,0,0,0
15192,00-0024326,D.Williams,0,2007,0,0,0,0,20,290,0,0,0,0
15196,00-0024332,L.Washington,0,2007,1,25,71,353,36,213,0,0,0,0
15197,00-0024333,S.Gostkowski,0,2007,0,0,0,0,0,0,24,74,650,121
15198,00-0024334,B.Marshall,2,2007,0,0,5,57,102,1325,0,0,0,0
15202,00-0024340,S.Green,0,2007,0,0,1,1,4,40,0,0,0,0
